filename,mjd,order_4,order_5,order_6,order_7,order_8,order_9,order_10,order_11,order_12,order_13,order_14,order_15,order_16,order_17,order_18,order_19,order_20,order_21,order_22,order_23,order_24,order_25,order_26,order_27,order_28,order_29,order_30,order_31,order_32,order_33,order_34,order_35,order_36,order_37,order_38,order_39
EtalonEtalon_R04_20260422080002_deg0_sp.fits,61152.341220084,0.03876898618971038,0.10755460330109393,-0.059852601290862686,-0.08049200260872111,-0.02513598265139777,0.04093398744282125,0.0501895889042768,0.025823948653049315,0.007209188194057839,-0.09545436104264982,-0.02032185590411516,0.02935400562719666,-0.03832973297450716,-0.012918244602544336,-0.07806793068070073,0.08292741303056324,0.018443261598450472,-0.025667460909235162,-0.027471423291412885,-0.037994466095739254,-0.12692145475390668,-0.02941523869523184,-0.14105786617978552,-0.02084774747820864,0.039038744703034506,nan,0.15356138145251103,-0.13923298951541324,-0.030045590607707513,0.004804772478239683,-0.01014172346987486,0.1166861892297644,nan,-0.05048461864390123,0.030784232610484494,0.0005869722463728855
EtalonEtalon_R04_20260422110001_deg0_sp.fits,61152.466218899,0.03807956296837281,0.10963226006806945,-0.055855479903397315,-0.0734361575693958,-0.018238587854055494,0.040297361581906166,0.04362122119388226,0.004791165194916389,0.01119956407932306,-0.09545041452082309,-0.012044478548295563,0.03742707911024267,-0.027222559803401544,-0.01998982179323476,-0.07355021125411759,0.08696107752836395,0.016106451200088436,-0.02418027585644584,-0.020008589667041804,-0.0633645067466544,-0.1293669727319724,-0.028104279257951725,-0.1256102492907321,-0.018508601489951884,0.0339512271649903,nan,0.15473058826223074,-0.13989529923933636,-0.03060097723064173,0.0017333600149878892,-0.01032313445785756,0.12287186523765734,nan,-0.04862886462974325,0.02698759988770315,-1.7375164696048495e-06
EtalonEtalon_R05_20260422050002_deg0_sp.fits,61152.218424938,0.044859662209123775,0.10594940410880169,-0.05175098933769551,-0.07318796570430713,-0.015159181355952255,0.03051842143202122,0.04563100184461743,0.008838260726749023,0.006853476076086284,-0.0949612379721521,-0.008849904573322645,0.03358414985265123,-0.029739674981534757,-0.011936905750101465,-0.07817520513804116,0.09210427736837769,0.01648510790160594,-0.025814669638085277,-0.01999979268159096,-0.043261415138570965,-0.13634331717106085,-0.02812889880395425,-0.12633706646773588,-0.023342297402691885,0.04054091933548929,nan,0.1559807619000326,-0.14401281386495934,-0.025607310248406123,0.00605734624454933,-0.011637425330848397,0.11924995485334218,nan,-0.04914603382477643,0.024467376832515854,0.006322608106781799
EtalonEtalon_R05_20260422080002_deg0_sp.fits,61152.343440923,0.03771647294481198,0.11448124185839614,-0.05920368290087606,-0.07683438881186395,0.010254123183768761,0.04241203778247747,0.04708185725167485,0.011828857995504816,0.00030778698022771236,-0.07746519641111399,-0.009113270669234267,0.02795149771129523,-0.030549976236544894,-0.016009892380144074,-0.079545184561832,0.09602924734634324,0.021077183223340436,-0.02066417680450529,-0.029021179415878735,-0.04413495707175223,-0.13209390292200832,-0.023277017137293743,-0.1264557331065155,-0.020057702703856282,0.035604197800360574,nan,0.1551707164285943,-0.14026242824319177,-0.02801203773816198,0.0049057171630590285,-0.010222770629397164,0.11277581585860469,nan,-0.05099170828532849,0.03707215265236191,-0.0016796680509321982
EtalonEtalon_R05_20260422110001_deg0_sp.fits,61152.468439735,0.04103560858174331,0.10949026904200168,-0.055003412488151014,-0.0644203576752028,-0.018786908304196534,0.03109606828766151,0.03171577320092327,0.006539981996680502,0.011976558617325455,-0.08911705256616112,-0.013297359456354635,0.028875464980590983,-0.03997709084358388,-0.011145916340251638,-0.06784818176658233,0.09145447813303642,0.019218853900250205,-0.032356318626073126,-0.023515007567121687,-0.04471072593976201,-0.13204214536640332,-0.02395245963666301,-0.13115242257596882,-0.02191059519867998,0.04566391610676157,nan,0.16044437323187918,-0.14230659685903385,-0.026726385622704317,0.004976383382445694,-0.015307335766287298,0.12259411892020936,nan,-0.0522713655809528,0.024720424607298255,-0.005355157716470469
EtalonEtalon_R06_20260422050002_deg0_sp.fits,61152.220645776,0.03361036623129497,0.12613738821754858,-0.05559696187154954,-0.0776131418369693,-0.015485150278019562,0.031154016330578682,0.04150879237497684,0.010454378023619398,0.013467640891784663,-0.10634473525144691,-0.02234319743448007,0.03413760688367394,-0.034861894593291254,-0.01468213299104347,-0.06992431137211673,0.0871009145802128,0.01841729878169241,-0.014110142462341605,-0.02526401602233693,-0.037668750306004854,-0.13681211627408557,-0.02129666336816627,-0.12694308303921714,-0.019512395172798958,0.04087271479743924,nan,0.1583444273642385,-0.13874170724625418,-0.027717443311587504,0.006216345313393087,-0.01567520674547003,0.123250437059934,nan,-0.05271926041808333,0.03017926072586555,0.0008828652684218577
EtalonEtalon_R06_20260422080002_deg0_sp.fits,61152.345661763,0.01976673478333826,0.11870720805891505,-0.046137015875609796,-0.07119314742999097,-0.03283144758736765,0.03314166026479699,0.04404355576637414,0.010540799694624459,0.012817341612549887,-0.09343387680426544,-0.008894728203345716,0.02919580732230185,-0.03588955455196434,-0.018751909016886496,-0.07541478525703872,0.09038394161403733,0.023462918316131214,-0.0254799424095705,-0.023399639234340644,-0.044127304373005743,-0.13222434808313122,-0.028461230114216945,-0.12905399548874524,-0.02735070857329902,0.03907091304985908,nan,0.16545890418079665,-0.13995903316673144,-0.036388267680572385,0.003060775140646753,-0.008839269132199259,0.11913389082004025,nan,-0.04945190341359357,0.023008037352323853,0.00976594676197564
EtalonEtalon_R06_20260422110001_deg0_sp.fits,61152.470660570,0.030922854092099748,0.10720367530745348,-0.05673056554004509,-0.0691173489422211,-0.01794250367966234,0.040737287973301256,0.037086742201780785,0.023339990259134323,0.010627940999620679,-0.09096145887818319,-0.014143950240536931,0.03381704680666499,-0.030147272656528543,-0.014731891531193971,-0.07200644661084679,0.08434835823326887,0.016277816481794622,-0.015892560301538856,-0.024842428775226917,-0.04256289303832561,-0.1299551533535231,-0.019149591054501647,-0.12873129202967215,-0.020103702816286838,0.035436929641067726,nan,0.15787124462189567,-0.14259372964273584,-0.02122556965854139,0.003979937004017657,-0.012418331132147931,0.12205648086635153,nan,-0.05381007810346424,0.02587748042396548,0.0035556922681860177
EtalonEtalon_R07_20260422050002_deg0_sp.fits,61152.222866614,0.00714499359052871,0.10977406325030076,-0.04439276548720092,-0.07510815057030268,-0.01556058064641977,0.040577303909693406,0.0365242827825923,0.01429133301815344,0.0059874908327840135,-0.09030578366954042,-0.01197608590803298,0.03310793293767779,-0.03692176552201443,-0.017520896843966495,-0.07911543645744723,0.09658756099741134,0.01663342023316214,-0.02618522422212093,-0.022652614698969953,-0.04218964449312795,-0.1308766903326364,-0.021058455631981624,-0.1299648381907386,-0.019209949853597176,0.03636321098103641,nan,0.15474057971356397,-0.13767187583155427,-0.029876860103754104,0.006461939837821715,-0.012802747902015587,0.11878420578417875,nan,-0.05049207327327938,0.01711815253432273,0.0013242556132952998
EtalonEtalon_R07_20260422080002_deg0_sp.fits,61152.347882603,0.051278141588974285,0.105906551421148,-0.05574541097671777,-0.07362614768581555,-0.010831808501221264,0.031847605156051104,0.03793725127353111,0.014332965541789866,0.009656498127895347,-0.08652303322415546,-0.021590648667918315,0.05927542030171197,-0.023672091433817537,-0.011258444857510187,-0.07633469271576185,0.09271318105655692,0.02055888353414099,-0.023255562975294426,-0.02028908588741854,-0.038194410883560695,-0.13355733989914353,-0.029628314823902935,-0.12260440595333108,-0.025427314223756468,0.036479688180880356,nan,0.1549045834344932,-0.14213457449639358,-0.02686638022372221,0.002694620080062153,-0.015314043872611403,0.11988815380830786,nan,-0.04949549290967693,0.026001654876337363,0.0013063519591134595
