filename,mjd,rv_sci_mean_kms,rv_cal_mean_kms
EtalonEtalon_R06_20260423080002_deg0_sp.fits,61153.345653581,0.02411551245875259,0.03240446024344902
EtalonEtalon_R06_20260423110001_deg0_sp.fits,61153.470652385,0.021088986101052965,0.03169707065084469
EtalonEtalon_R07_20260423050002_deg0_sp.fits,61153.222875637,0.03212710916304597,0.041151337676663576
EtalonEtalon_R07_20260423080002_deg0_sp.fits,61153.347874419,0.023941102233708683,0.03339921689684315
EtalonEtalon_R07_20260423110001_deg0_sp.fits,61153.472873221,0.021294863540331065,0.0312807499338748
EtalonEtalon_R08_20260423050002_deg0_sp.fits,61153.225096474,0.03153517299423331,0.0413017380580631
EtalonEtalon_R08_20260423080002_deg0_sp.fits,61153.350095257,0.024214004560357213,0.03348544151934056
EtalonEtalon_R08_20260423110001_deg0_sp.fits,61153.475094058,0.022298544352439695,0.032109572318542445
EtalonEtalon_R09_20260423050002_deg0_sp.fits,61153.227317310,0.03140764876390047,0.039846901794575326
EtalonEtalon_R09_20260423080002_deg0_sp.fits,61153.352316095,0.02351047851243728,0.03346509205375315
EtalonEtalon_R09_20260423110001_deg0_sp.fits,61153.477314894,0.022463593037484755,0.03181169082250068
EtalonEtalon_R10_20260423050002_deg0_sp.fits,61153.229538147,0.03156668010201841,0.04087173551953339
EtalonEtalon_R10_20260423080002_deg0_sp.fits,61153.354536934,0.02451894379803361,0.03489385879184634
EtalonEtalon_R10_20260423110001_deg0_sp.fits,61153.479535730,0.022611144445833536,0.030919685780257916
EtalonEtalon_R11_20260423050002_deg0_sp.fits,61153.231758982,0.031112278966191377,0.04018013854246687
EtalonEtalon_R11_20260423080002_deg0_sp.fits,61153.356757772,0.02442999211034383,0.034293342446880655
EtalonEtalon_R11_20260423110001_deg0_sp.fits,61153.481756567,0.022371205414687987,0.03064028587340731
EtalonEtalon_R12_20260423050002_deg0_sp.fits,61153.233979817,0.03082757925568512,0.03918721968613052
EtalonEtalon_R12_20260423080002_deg0_sp.fits,61153.358978610,0.02460938215083766,0.035187488133477655
EtalonEtalon_R12_20260423110001_deg0_sp.fits,61153.483977404,0.022068745413667323,0.030900939794877978
EtalonEtalon_R13_20260423050002_deg0_sp.fits,61153.236200652,0.03078959585563393,0.039069664438633134
EtalonEtalon_R13_20260423080002_deg0_sp.fits,61153.361199446,0.023931028106351056,0.032867670532375846
EtalonEtalon_R13_20260423110001_deg0_sp.fits,61153.486198242,0.02159697212474627,0.030808250683902205
EtalonEtalon_R14_20260423050002_deg0_sp.fits,61153.238421487,0.030398456304115057,0.03901349906627148
EtalonEtalon_R14_20260423080002_deg0_sp.fits,61153.363420282,0.024345653393184504,0.03432791866768262
EtalonEtalon_R14_20260423110001_deg0_sp.fits,61153.488419080,0.0224952367959513,0.03140690860272013
EtalonEtalon_R15_20260423050002_deg0_sp.fits,61153.240642322,0.030166524118106518,0.03915451036355833
EtalonEtalon_R15_20260423080002_deg0_sp.fits,61153.365641117,0.02389284683157015,0.03368918468125564
EtalonEtalon_R15_20260423110001_deg0_sp.fits,61153.490639918,0.022509103347752038,0.031344057931958026
EtalonEtalon_R16_20260423050002_deg0_sp.fits,61153.242863157,0.029817104299515524,0.04084030725629745
EtalonEtalon_R16_20260423080002_deg0_sp.fits,61153.367861953,0.024299111976049698,0.03268344370992469
EtalonEtalon_R16_20260423110001_deg0_sp.fits,61153.492860756,0.022724808621026965,0.030883998969341412
EtalonEtalon_R17_20260423050002_deg0_sp.fits,61153.245083992,0.029317287786900362,0.037581549052770405
EtalonEtalon_R17_20260423080002_deg0_sp.fits,61153.370082789,0.025137284648986728,0.031932679792111306
EtalonEtalon_R17_20260423110001_deg0_sp.fits,61153.495081594,0.020071742210760187,0.030102574443213063
EtalonEtalon_R18_20260423050002_deg0_sp.fits,61153.247304828,0.02894232755722145,0.03904064589268104
EtalonEtalon_R18_20260423080002_deg0_sp.fits,61153.372303626,0.0236628845264052,0.03202585325313097
EtalonEtalon_R18_20260423110001_deg0_sp.fits,61153.497302432,0.021262366309249887,0.030347167133165015
EtalonEtalon_R19_20260423050002_deg0_sp.fits,61153.249525664,0.029898161290709244,0.04039733312416945
EtalonEtalon_R19_20260423080002_deg0_sp.fits,61153.374524463,0.02408817314856099,0.03084048310491187
EtalonEtalon_R19_20260423110001_deg0_sp.fits,61153.499523270,0.020967546181482007,0.031040209601778432
EtalonEtalon_R20_20260423050002_deg0_sp.fits,61153.251746500,0.02729474870296273,0.038264342547234466
EtalonEtalon_R20_20260423080002_deg0_sp.fits,61153.376745300,0.023660967440455212,0.033248169171576775
EtalonEtalon_R20_20260423110001_deg0_sp.fits,61153.501744108,0.021064470511520873,0.031023241694489556
EtalonEtalon_R01_20260421050002_deg0_sp.fits,61151.209550304,0.04578946321400764,0.05367473542660948
EtalonEtalon_R01_20260421080001_deg0_sp.fits,61151.334549046,0.04180362309164063,0.050773101738989156
EtalonEtalon_R01_20260421110001_deg0_sp.fits,61151.459547835,0.02972539768923149,0.03951706552593547
EtalonEtalon_R02_20260421050002_deg0_sp.fits,61151.211771140,0.04444580276712101,0.05329519904068356
EtalonEtalon_R02_20260421080001_deg0_sp.fits,61151.336769882,0.04194052017987233,0.04988041953009197
EtalonEtalon_R02_20260421110001_deg0_sp.fits,61151.461768673,0.03021448121500685,0.039450122393354464
EtalonEtalon_R03_20260421050002_deg0_sp.fits,61151.213991977,0.044207017531149646,0.052884229558073294
EtalonEtalon_R03_20260421080001_deg0_sp.fits,61151.338990717,0.040668761300253244,0.04991999682494009
