Time,"output {channel=""blue_etalon"", units=""Amps""}",seconds,days,jd,amps,sams x axis,amps,fixed refderences JD offset
1.76E+12,0.334,1763465820,20410.48403,2460997.634,0.334,-2.366222222,0.334,
1.76E+12,0.334,1763465850,20410.48438,2460997.634,0.334,-2.365875,0.334,
1.76E+12,0.334,1763465880,20410.48472,2460997.634,0.334,-2.365527778,0.334,
1.76E+12,0.336,1763465910,20410.48507,2460997.635,0.336,-2.365180556,0.336,
1.76E+12,0.334,1763465940,20410.48542,2460997.635,0.334,-2.364833334,0.334,
1.76E+12,0.334,1763465970,20410.48576,2460997.636,0.334,-2.364486111,0.334,
1.76E+12,0.334,1763466000,20410.48611,2460997.636,0.334,-2.364138889,0.334,
1.76E+12,0.335,1763466030,20410.48646,2460997.636,0.335,-2.363791667,0.335,
1.76E+12,0.333,1763466060,20410.48681,2460997.637,0.333,-2.363444445,0.333,
1.76E+12,0.332,1763466090,20410.48715,2460997.637,0.332,-2.363097223,0.332,
1.76E+12,0.334,1763466120,20410.4875,2460997.637,0.334,-2.36275,0.334,
1.76E+12,0.334,1763466150,20410.48785,2460997.638,0.334,-2.362402778,0.334,
1.76E+12,0.334,1763466180,20410.48819,2460997.638,0.334,-2.362055556,0.334,
1.76E+12,0.335,1763466210,20410.48854,2460997.638,0.335,-2.361708333,0.335,
1.76E+12,0.335,1763466240,20410.48889,2460997.639,0.335,-2.361361111,0.335,
1.76E+12,0.334,1763466270,20410.48924,2460997.639,0.334,-2.361013889,0.334,
1.76E+12,0.335,1763466300,20410.48958,2460997.639,0.335,-2.360666667,0.335,
1.76E+12,0.335,1763466330,20410.48993,2460997.64,0.335,-2.360319444,0.335,
1.76E+12,0.33,1763466360,20410.49028,2460997.64,0.33,-2.359972222,0.33,
1.76E+12,0.334,1763466390,20410.49063,2460997.64,0.334,-2.359625,0.334,
1.76E+12,0.332,1763466420,20410.49097,2460997.641,0.332,-2.359277778,0.332,
1.76E+12,0.333,1763466450,20410.49132,2460997.641,0.333,-2.358930556,0.333,
1.76E+12,0.333,1763466480,20410.49167,2460997.641,0.333,-2.358583333,0.333,
1.76E+12,0.333,1763466510,20410.49201,2460997.642,0.333,-2.358236111,0.333,
1.76E+12,0.333,1763466540,20410.49236,2460997.642,0.333,-2.357888889,0.333,
1.76E+12,0.333,1763466570,20410.49271,2460997.642,0.333,-2.357541667,0.333,
1.76E+12,0.333,1763466600,20410.49306,2460997.643,0.333,-2.357194445,0.333,
1.76E+12,0.333,1763466630,20410.4934,2460997.643,0.333,-2.356847222,0.333,
1.76E+12,0.333,1763466660,20410.49375,2460997.644,0.333,-2.3565,0.333,
1.76E+12,0.334,1763466690,20410.4941,2460997.644,0.334,-2.356152778,0.334,
1.76E+12,0.332,1763466720,20410.49444,2460997.644,0.332,-2.355805556,0.332,
1.76E+12,0.334,1763466750,20410.49479,2460997.645,0.334,-2.355458334,0.334,
1.76E+12,0.334,1763466780,20410.49514,2460997.645,0.334,-2.355111111,0.334,
1.76E+12,0.333,1763466810,20410.49549,2460997.645,0.333,-2.354763889,0.333,
1.76E+12,0.333,1763466840,20410.49583,2460997.646,0.333,-2.354416667,0.333,
1.76E+12,0.333,1763466870,20410.49618,2460997.646,0.333,-2.354069444,0.333,
1.76E+12,0.333,1763466900,20410.49653,2460997.646,0.333,-2.353722222,0.333,
1.76E+12,0.333,1763466930,20410.49688,2460997.647,0.333,-2.353375,0.333,
1.76E+12,0.333,1763466960,20410.49722,2460997.647,0.333,-2.353027778,0.333,
1.76E+12,0.333,1763466990,20410.49757,2460997.647,0.333,-2.352680556,0.333,
1.76E+12,0.333,1763467020,20410.49792,2460997.648,0.333,-2.352333333,0.333,
1.76E+12,0.334,1763467050,20410.49826,2460997.648,0.334,-2.351986111,0.334,
1.76E+12,0.333,1763467080,20410.49861,2460997.648,0.333,-2.351638889,0.333,
1.76E+12,0.334,1763467110,20410.49896,2460997.649,0.334,-2.351291667,0.334,
1.76E+12,0.333,1763467140,20410.49931,2460997.649,0.333,-2.350944445,0.333,
1.76E+12,0.333,1763467170,20410.49965,2460997.649,0.333,-2.350597222,0.333,
1.76E+12,0.333,1763467200,20410.5,2460997.65,0.333,-2.35025,0.333,
1.76E+12,0.335,1763467230,20410.50035,2460997.65,0.335,-2.349902778,0.335,
1.76E+12,0.333,1763467260,20410.50069,2460997.65,0.333,-2.349555556,0.333,
1.76E+12,0.332,1763467290,20410.50104,2460997.651,0.332,-2.349208334,0.332,
1.76E+12,0.333,1763467320,20410.50139,2460997.651,0.333,-2.348861111,0.333,
1.76E+12,0.334,1763467350,20410.50174,2460997.651,0.334,-2.348513889,0.334,
1.76E+12,0.334,1763467380,20410.50208,2460997.652,0.334,-2.348166667,0.334,
1.76E+12,0.333,1763467410,20410.50243,2460997.652,0.333,-2.347819445,0.333,
1.76E+12,0.334,1763467440,20410.50278,2460997.653,0.334,-2.347472223,0.334,
1.76E+12,0.334,1763467470,20410.50313,2460997.653,0.334,-2.347125,0.334,
1.76E+12,0.333,1763467500,20410.50347,2460997.653,0.333,-2.346777778,0.333,
1.76E+12,0.334,1763467530,20410.50382,2460997.654,0.334,-2.346430556,0.334,
1.76E+12,0.334,1763467560,20410.50417,2460997.654,0.334,-2.346083333,0.334,
1.76E+12,0.333,1763467590,20410.50451,2460997.654,0.333,-2.345736111,0.333,
1.76E+12,0.334,1763467620,20410.50486,2460997.655,0.334,-2.345388889,0.334,
1.76E+12,0.335,1763467650,20410.50521,2460997.655,0.335,-2.345041667,0.335,
1.76E+12,0.336,1763467680,20410.50556,2460997.655,0.336,-2.344694444,0.336,
1.76E+12,0.332,1763467710,20410.5059,2460997.656,0.332,-2.344347222,0.332,
1.76E+12,0.333,1763467740,20410.50625,2460997.656,0.333,-2.344,0.333,
1.76E+12,0.334,1763467770,20410.5066,2460997.656,0.334,-2.343652778,0.334,
1.76E+12,0.334,1763467800,20410.50694,2460997.657,0.334,-2.343305556,0.334,
1.76E+12,0.335,1763467830,20410.50729,2460997.657,0.335,-2.342958333,0.335,
1.76E+12,0.334,1763467860,20410.50764,2460997.657,0.334,-2.342611111,0.334,
1.76E+12,0.334,1763467890,20410.50799,2460997.658,0.334,-2.342263889,0.334,
1.76E+12,0.334,1763467920,20410.50833,2460997.658,0.334,-2.341916667,0.334,
1.76E+12,0.334,1763467950,20410.50868,2460997.658,0.334,-2.341569445,0.334,
1.76E+12,0.335,1763467980,20410.50903,2460997.659,0.335,-2.341222222,0.335,
1.76E+12,0.335,1763468010,20410.50938,2460997.659,0.335,-2.340875,0.335,
1.76E+12,0.335,1763468040,20410.50972,2460997.659,0.335,-2.340527778,0.335,
1.76E+12,0.334,1763468070,20410.51007,2460997.66,0.334,-2.340180556,0.334,
1.76E+12,0.334,1763468100,20410.51042,2460997.66,0.334,-2.339833334,0.334,
1.76E+12,0.333,1763468130,20410.51076,2460997.661,0.333,-2.339486111,0.333,
1.76E+12,0.335,1763468160,20410.51111,2460997.661,0.335,-2.339138889,0.335,
1.76E+12,0.334,1763468190,20410.51146,2460997.661,0.334,-2.338791667,0.334,
1.76E+12,0.334,1763468220,20410.51181,2460997.662,0.334,-2.338444444,0.334,
1.76E+12,0.334,1763468250,20410.51215,2460997.662,0.334,-2.338097222,0.334,
1.76E+12,0.335,1763468280,20410.5125,2460997.662,0.335,-2.33775,0.335,
1.76E+12,0.334,1763468310,20410.51285,2460997.663,0.334,-2.337402778,0.334,
1.76E+12,0.334,1763468340,20410.51319,2460997.663,0.334,-2.337055556,0.334,
1.76E+12,0.334,1763468370,20410.51354,2460997.663,0.334,-2.336708333,0.334,
1.76E+12,0.334,1763468400,20410.51389,2460997.664,0.334,-2.336361111,0.334,
1.76E+12,0.335,1763468430,20410.51424,2460997.664,0.335,-2.336013889,0.335,
1.76E+12,0.334,1763468460,20410.51458,2460997.664,0.334,-2.335666667,0.334,
1.76E+12,0.334,1763468490,20410.51493,2460997.665,0.334,-2.335319445,0.334,
1.76E+12,0.334,1763468520,20410.51528,2460997.665,0.334,-2.334972222,0.334,
1.76E+12,0.334,1763468550,20410.51563,2460997.665,0.334,-2.334625,0.334,
1.76E+12,0.334,1763468580,20410.51597,2460997.666,0.334,-2.334277778,0.334,
1.76E+12,0.334,1763468610,20410.51632,2460997.666,0.334,-2.333930556,0.334,
1.76E+12,0.335,1763468640,20410.51667,2460997.666,0.335,-2.333583334,0.335,
1.76E+12,0.335,1763468670,20410.51701,2460997.667,0.335,-2.333236111,0.335,
1.76E+12,0.334,1763468700,20410.51736,2460997.667,0.334,-2.332888889,0.334,
1.76E+12,0.334,1763468730,20410.51771,2460997.667,0.334,-2.332541667,0.334,
1.76E+12,0.337,1763468760,20410.51806,2460997.668,0.337,-2.332194445,0.337,
1.76E+12,0.333,1763468790,20410.5184,2460997.668,0.333,-2.331847223,0.333,
1.76E+12,0.335,1763468820,20410.51875,2460997.669,0.335,-2.3315,0.335,
1.76E+12,0.335,1763468850,20410.5191,2460997.669,0.335,-2.331152778,0.335,
1.76E+12,0.335,1763468880,20410.51944,2460997.669,0.335,-2.330805556,0.335,
1.76E+12,0.335,1763468910,20410.51979,2460997.67,0.335,-2.330458333,0.335,
1.76E+12,0.332,1763468940,20410.52014,2460997.67,0.332,-2.330111111,0.332,
1.76E+12,0.336,1763468970,20410.52049,2460997.67,0.336,-2.329763889,0.336,
1.76E+12,0.335,1763469000,20410.52083,2460997.671,0.335,-2.329416667,0.335,
1.76E+12,0.335,1763469030,20410.52118,2460997.671,0.335,-2.329069444,0.335,
1.76E+12,0.335,1763469060,20410.52153,2460997.671,0.335,-2.328722222,0.335,
1.76E+12,0.335,1763469090,20410.52188,2460997.672,0.335,-2.328375,0.335,
1.76E+12,0.335,1763469120,20410.52222,2460997.672,0.335,-2.328027778,0.335,
1.76E+12,0.334,1763469150,20410.52257,2460997.672,0.334,-2.327680556,0.334,
1.76E+12,0.333,1763469180,20410.52292,2460997.673,0.333,-2.327333333,0.333,
1.76E+12,0.334,1763469210,20410.52326,2460997.673,0.334,-2.326986111,0.334,
1.76E+12,0.336,1763469240,20410.52361,2460997.673,0.336,-2.326638889,0.336,
1.76E+12,0.334,1763469270,20410.52396,2460997.674,0.334,-2.326291667,0.334,
1.76E+12,0.334,1763469300,20410.52431,2460997.674,0.334,-2.325944445,0.334,
1.76E+12,0.334,1763469330,20410.52465,2460997.674,0.334,-2.325597222,0.334,
1.76E+12,0.334,1763469360,20410.525,2460997.675,0.334,-2.32525,0.334,
1.76E+12,0.335,1763469390,20410.52535,2460997.675,0.335,-2.324902778,0.335,
1.76E+12,0.334,1763469420,20410.52569,2460997.675,0.334,-2.324555556,0.334,
1.76E+12,0.334,1763469450,20410.52604,2460997.676,0.334,-2.324208334,0.334,
1.76E+12,0.334,1763469480,20410.52639,2460997.676,0.334,-2.323861111,0.334,
1.76E+12,0.335,1763469510,20410.52674,2460997.676,0.335,-2.323513889,0.335,
1.76E+12,0.334,1763469540,20410.52708,2460997.677,0.334,-2.323166667,0.334,
1.76E+12,0.334,1763469570,20410.52743,2460997.677,0.334,-2.322819444,0.334,
1.76E+12,0.335,1763469600,20410.52778,2460997.678,0.335,-2.322472222,0.335,
1.76E+12,0.335,1763469630,20410.52813,2460997.678,0.335,-2.322125,0.335,
1.76E+12,0.333,1763469660,20410.52847,2460997.678,0.333,-2.321777778,0.333,
1.76E+12,0.334,1763469690,20410.52882,2460997.679,0.334,-2.321430556,0.334,
1.76E+12,0.334,1763469720,20410.52917,2460997.679,0.334,-2.321083333,0.334,
1.76E+12,0.334,1763469750,20410.52951,2460997.679,0.334,-2.320736111,0.334,
1.76E+12,0.335,1763469780,20410.52986,2460997.68,0.335,-2.320388889,0.335,
1.76E+12,0.334,1763469810,20410.53021,2460997.68,0.334,-2.320041667,0.334,
1.76E+12,0.334,1763469840,20410.53056,2460997.68,0.334,-2.319694445,0.334,
1.76E+12,0.333,1763469870,20410.5309,2460997.681,0.333,-2.319347222,0.333,
1.76E+12,0.334,1763469900,20410.53125,2460997.681,0.334,-2.319,0.334,
1.76E+12,0.335,1763469930,20410.5316,2460997.681,0.335,-2.318652778,0.335,
1.76E+12,0.334,1763469960,20410.53194,2460997.682,0.334,-2.318305556,0.334,
1.76E+12,0.335,1763469990,20410.53229,2460997.682,0.335,-2.317958334,0.335,
1.76E+12,0.334,1763470020,20410.53264,2460997.682,0.334,-2.317611111,0.334,
1.76E+12,0.334,1763470050,20410.53299,2460997.683,0.334,-2.317263889,0.334,
1.76E+12,0.335,1763470080,20410.53333,2460997.683,0.335,-2.316916667,0.335,
1.76E+12,0.334,1763470110,20410.53368,2460997.683,0.334,-2.316569445,0.334,
1.76E+12,0.333,1763470140,20410.53403,2460997.684,0.333,-2.316222223,0.333,
1.76E+12,0.334,1763470170,20410.53438,2460997.684,0.334,-2.315875,0.334,
1.76E+12,0.334,1763470200,20410.53472,2460997.684,0.334,-2.315527778,0.334,
1.76E+12,0.334,1763470230,20410.53507,2460997.685,0.334,-2.315180556,0.334,
1.76E+12,0.333,1763470260,20410.53542,2460997.685,0.333,-2.314833333,0.333,
1.76E+12,0.334,1763470290,20410.53576,2460997.686,0.334,-2.314486111,0.334,
1.76E+12,0.334,1763470320,20410.53611,2460997.686,0.334,-2.314138889,0.334,
1.76E+12,0.334,1763470350,20410.53646,2460997.686,0.334,-2.313791667,0.334,
1.76E+12,0.336,1763470380,20410.53681,2460997.687,0.336,-2.313444444,0.336,
1.76E+12,0.334,1763470410,20410.53715,2460997.687,0.334,-2.313097222,0.334,
1.76E+12,0.335,1763470440,20410.5375,2460997.687,0.335,-2.31275,0.335,
1.76E+12,0.335,1763470470,20410.53785,2460997.688,0.335,-2.312402778,0.335,
1.76E+12,0.335,1763470500,20410.53819,2460997.688,0.335,-2.312055556,0.335,
1.76E+12,0.334,1763470530,20410.53854,2460997.688,0.334,-2.311708333,0.334,
1.76E+12,0.335,1763470560,20410.53889,2460997.689,0.335,-2.311361111,0.335,
1.76E+12,0.335,1763470590,20410.53924,2460997.689,0.335,-2.311013889,0.335,
1.76E+12,0.333,1763470620,20410.53958,2460997.689,0.333,-2.310666667,0.333,
1.76E+12,0.333,1763470650,20410.53993,2460997.69,0.333,-2.310319445,0.333,
1.76E+12,0.334,1763470680,20410.54028,2460997.69,0.334,-2.309972222,0.334,
1.76E+12,0.335,1763470710,20410.54063,2460997.69,0.335,-2.309625,0.335,
1.76E+12,0.335,1763470740,20410.54097,2460997.691,0.335,-2.309277778,0.335,
1.76E+12,0.334,1763470770,20410.54132,2460997.691,0.334,-2.308930556,0.334,
1.76E+12,0.334,1763470800,20410.54167,2460997.691,0.334,-2.308583334,0.334,
1.76E+12,0.335,1763470830,20410.54201,2460997.692,0.335,-2.308236111,0.335,
1.76E+12,0.334,1763470860,20410.54236,2460997.692,0.334,-2.307888889,0.334,
1.76E+12,0.334,1763470890,20410.54271,2460997.692,0.334,-2.307541667,0.334,
1.76E+12,0.335,1763470920,20410.54306,2460997.693,0.335,-2.307194444,0.335,
1.76E+12,0.335,1763470950,20410.5434,2460997.693,0.335,-2.306847222,0.335,
1.76E+12,0.334,1763470980,20410.54375,2460997.694,0.334,-2.3065,0.334,
1.76E+12,0.335,1763471010,20410.5441,2460997.694,0.335,-2.306152778,0.335,
1.76E+12,0.335,1763471040,20410.54444,2460997.694,0.335,-2.305805556,0.335,
1.76E+12,0.334,1763471070,20410.54479,2460997.695,0.334,-2.305458333,0.334,
1.76E+12,0.335,1763471100,20410.54514,2460997.695,0.335,-2.305111111,0.335,
1.76E+12,0.334,1763471130,20410.54549,2460997.695,0.334,-2.304763889,0.334,
1.76E+12,0.335,1763471160,20410.54583,2460997.696,0.335,-2.304416667,0.335,
1.76E+12,0.336,1763471190,20410.54618,2460997.696,0.336,-2.304069445,0.336,
1.76E+12,0.335,1763471220,20410.54653,2460997.696,0.335,-2.303722222,0.335,
1.76E+12,0.335,1763471250,20410.54688,2460997.697,0.335,-2.303375,0.335,
1.76E+12,0.335,1763471280,20410.54722,2460997.697,0.335,-2.303027778,0.335,
1.76E+12,0.335,1763471310,20410.54757,2460997.697,0.335,-2.302680556,0.335,
1.76E+12,0.334,1763471340,20410.54792,2460997.698,0.334,-2.302333334,0.334,
1.76E+12,0.335,1763471370,20410.54826,2460997.698,0.335,-2.301986111,0.335,
1.76E+12,0.334,1763471400,20410.54861,2460997.698,0.334,-2.301638889,0.334,
1.76E+12,0.335,1763471430,20410.54896,2460997.699,0.335,-2.301291667,0.335,
1.76E+12,0.333,1763471460,20410.54931,2460997.699,0.333,-2.300944445,0.333,
1.76E+12,0.335,1763471490,20410.54965,2460997.699,0.335,-2.300597223,0.335,
1.76E+12,0.335,1763471520,20410.55,2460997.7,0.335,-2.30025,0.335,
1.76E+12,0.335,1763471550,20410.55035,2460997.7,0.335,-2.299902778,0.335,
1.76E+12,0.333,1763471580,20410.55069,2460997.7,0.333,-2.299555556,0.333,
1.76E+12,0.335,1763471610,20410.55104,2460997.701,0.335,-2.299208333,0.335,
1.76E+12,0.335,1763471640,20410.55139,2460997.701,0.335,-2.298861111,0.335,
1.76E+12,0.335,1763471670,20410.55174,2460997.701,0.335,-2.298513889,0.335,
1.76E+12,0.335,1763471700,20410.55208,2460997.702,0.335,-2.298166667,0.335,
1.76E+12,0.334,1763471730,20410.55243,2460997.702,0.334,-2.297819444,0.334,
1.76E+12,0.335,1763471760,20410.55278,2460997.703,0.335,-2.297472222,0.335,
1.76E+12,0.335,1763471790,20410.55313,2460997.703,0.335,-2.297125,0.335,
1.76E+12,0.336,1763471820,20410.55347,2460997.703,0.336,-2.296777778,0.336,
1.76E+12,0.334,1763471850,20410.55382,2460997.704,0.334,-2.296430556,0.334,
1.76E+12,0.334,1763471880,20410.55417,2460997.704,0.334,-2.296083333,0.334,
1.76E+12,0.333,1763471910,20410.55451,2460997.704,0.333,-2.295736111,0.333,
1.76E+12,0.334,1763471940,20410.55486,2460997.705,0.334,-2.295388889,0.334,
1.76E+12,0.335,1763471970,20410.55521,2460997.705,0.335,-2.295041667,0.335,
1.76E+12,0.334,1763472000,20410.55556,2460997.705,0.334,-2.294694445,0.334,
1.76E+12,0.334,1763472030,20410.5559,2460997.706,0.334,-2.294347222,0.334,
1.76E+12,0.335,1763472060,20410.55625,2460997.706,0.335,-2.294,0.335,
1.76E+12,0.335,1763472090,20410.5566,2460997.706,0.335,-2.293652778,0.335,
1.76E+12,0.335,1763472120,20410.55694,2460997.707,0.335,-2.293305556,0.335,
1.76E+12,0.334,1763472150,20410.55729,2460997.707,0.334,-2.292958334,0.334,
1.76E+12,0.334,1763472180,20410.55764,2460997.707,0.334,-2.292611111,0.334,
1.76E+12,0.335,1763472210,20410.55799,2460997.708,0.335,-2.292263889,0.335,
1.76E+12,0.333,1763472240,20410.55833,2460997.708,0.333,-2.291916667,0.333,
1.76E+12,0.335,1763472270,20410.55868,2460997.708,0.335,-2.291569444,0.335,
1.76E+12,0.335,1763472300,20410.55903,2460997.709,0.335,-2.291222222,0.335,
1.76E+12,0.335,1763472330,20410.55938,2460997.709,0.335,-2.290875,0.335,
1.76E+12,0.334,1763472360,20410.55972,2460997.709,0.334,-2.290527778,0.334,
1.76E+12,0.336,1763472390,20410.56007,2460997.71,0.336,-2.290180556,0.336,
1.76E+12,0.335,1763472420,20410.56042,2460997.71,0.335,-2.289833333,0.335,
1.76E+12,0.333,1763472450,20410.56076,2460997.711,0.333,-2.289486111,0.333,
1.76E+12,0.335,1763472480,20410.56111,2460997.711,0.335,-2.289138889,0.335,
1.76E+12,0.335,1763472510,20410.56146,2460997.711,0.335,-2.288791667,0.335,
1.76E+12,0.334,1763472540,20410.56181,2460997.712,0.334,-2.288444445,0.334,
1.76E+12,0.336,1763472570,20410.56215,2460997.712,0.336,-2.288097222,0.336,
1.76E+12,0.335,1763472600,20410.5625,2460997.712,0.335,-2.28775,0.335,
1.76E+12,0.334,1763472630,20410.56285,2460997.713,0.334,-2.287402778,0.334,
1.76E+12,0.337,1763472660,20410.56319,2460997.713,0.337,-2.287055556,0.337,
1.76E+12,0.339,1763472690,20410.56354,2460997.713,0.339,-2.286708334,0.339,
1.76E+12,0.338,1763472720,20410.56389,2460997.714,0.338,-2.286361111,0.338,
1.76E+12,0.337,1763472750,20410.56424,2460997.714,0.337,-2.286013889,0.337,
1.76E+12,0.336,1763472780,20410.56458,2460997.714,0.336,-2.285666667,0.336,
1.76E+12,0.336,1763472810,20410.56493,2460997.715,0.336,-2.285319445,0.336,
1.76E+12,0.336,1763472840,20410.56528,2460997.715,0.336,-2.284972223,0.336,
1.76E+12,0.338,1763472870,20410.56563,2460997.715,0.338,-2.284625,0.338,
1.76E+12,0.337,1763472900,20410.56597,2460997.716,0.337,-2.284277778,0.337,
1.76E+12,0.337,1763472930,20410.56632,2460997.716,0.337,-2.283930556,0.337,
1.76E+12,0.337,1763472960,20410.56667,2460997.716,0.337,-2.283583333,0.337,
1.76E+12,0.337,1763472990,20410.56701,2460997.717,0.337,-2.283236111,0.337,
1.76E+12,0.336,1763473020,20410.56736,2460997.717,0.336,-2.282888889,0.336,
1.76E+12,0.337,1763473050,20410.56771,2460997.717,0.337,-2.282541667,0.337,
1.76E+12,0.336,1763473080,20410.56806,2460997.718,0.336,-2.282194444,0.336,
1.76E+12,0.337,1763473110,20410.5684,2460997.718,0.337,-2.281847222,0.337,
1.76E+12,0.336,1763473140,20410.56875,2460997.719,0.336,-2.2815,0.336,
1.76E+12,0.336,1763473170,20410.5691,2460997.719,0.336,-2.281152778,0.336,
1.76E+12,0.335,1763473200,20410.56944,2460997.719,0.335,-2.280805556,0.335,
1.76E+12,0.336,1763473230,20410.56979,2460997.72,0.336,-2.280458333,0.336,
1.76E+12,0.337,1763473260,20410.57014,2460997.72,0.337,-2.280111111,0.337,
1.76E+12,0.336,1763473290,20410.57049,2460997.72,0.336,-2.279763889,0.336,
1.76E+12,0.335,1763473320,20410.57083,2460997.721,0.335,-2.279416667,0.335,
1.76E+12,0.334,1763473350,20410.57118,2460997.721,0.334,-2.279069445,0.334,
1.76E+12,0.335,1763473380,20410.57153,2460997.721,0.335,-2.278722222,0.335,
1.76E+12,0.336,1763473410,20410.57188,2460997.722,0.336,-2.278375,0.336,
1.76E+12,0.336,1763473440,20410.57222,2460997.722,0.336,-2.278027778,0.336,
1.76E+12,0.334,1763473470,20410.57257,2460997.722,0.334,-2.277680556,0.334,
1.76E+12,0.335,1763473500,20410.57292,2460997.723,0.335,-2.277333334,0.335,
1.76E+12,0.336,1763473530,20410.57326,2460997.723,0.336,-2.276986111,0.336,
1.76E+12,0.335,1763473560,20410.57361,2460997.723,0.335,-2.276638889,0.335,
1.76E+12,0.335,1763473590,20410.57396,2460997.724,0.335,-2.276291667,0.335,
1.76E+12,0.335,1763473620,20410.57431,2460997.724,0.335,-2.275944444,0.335,
1.76E+12,0.335,1763473650,20410.57465,2460997.724,0.335,-2.275597222,0.335,
1.76E+12,0.336,1763473680,20410.575,2460997.725,0.336,-2.27525,0.336,
1.76E+12,0.335,1763473710,20410.57535,2460997.725,0.335,-2.274902778,0.335,
1.76E+12,0.335,1763473740,20410.57569,2460997.725,0.335,-2.274555556,0.335,
1.76E+12,0.335,1763473770,20410.57604,2460997.726,0.335,-2.274208333,0.335,
1.76E+12,0.335,1763473800,20410.57639,2460997.726,0.335,-2.273861111,0.335,
1.76E+12,0.335,1763473830,20410.57674,2460997.726,0.335,-2.273513889,0.335,
1.76E+12,0.336,1763473860,20410.57708,2460997.727,0.336,-2.273166667,0.336,
1.76E+12,0.335,1763473890,20410.57743,2460997.727,0.335,-2.272819445,0.335,
1.76E+12,0.336,1763473920,20410.57778,2460997.728,0.336,-2.272472222,0.336,
1.76E+12,0.335,1763473950,20410.57813,2460997.728,0.335,-2.272125,0.335,
1.76E+12,0.336,1763473980,20410.57847,2460997.728,0.336,-2.271777778,0.336,
1.76E+12,0.335,1763474010,20410.57882,2460997.729,0.335,-2.271430556,0.335,
1.76E+12,0.334,1763474040,20410.57917,2460997.729,0.334,-2.271083334,0.334,
1.76E+12,0.335,1763474070,20410.57951,2460997.729,0.335,-2.270736111,0.335,
1.76E+12,0.336,1763474100,20410.57986,2460997.73,0.336,-2.270388889,0.336,
1.76E+12,0.335,1763474130,20410.58021,2460997.73,0.335,-2.270041667,0.335,
1.76E+12,0.335,1763474160,20410.58056,2460997.73,0.335,-2.269694445,0.335,
1.76E+12,0.336,1763474190,20410.5809,2460997.731,0.336,-2.269347223,0.336,
1.76E+12,0.335,1763474220,20410.58125,2460997.731,0.335,-2.269,0.335,
1.76E+12,0.334,1763474250,20410.5816,2460997.731,0.334,-2.268652778,0.334,
1.76E+12,0.335,1763474280,20410.58194,2460997.732,0.335,-2.268305556,0.335,
1.76E+12,0.334,1763474310,20410.58229,2460997.732,0.334,-2.267958333,0.334,
1.76E+12,0.334,1763474340,20410.58264,2460997.732,0.334,-2.267611111,0.334,
1.76E+12,0.334,1763474370,20410.58299,2460997.733,0.334,-2.267263889,0.334,
1.76E+12,0.336,1763474400,20410.58333,2460997.733,0.336,-2.266916667,0.336,
1.76E+12,0.335,1763474430,20410.58368,2460997.733,0.335,-2.266569444,0.335,
1.76E+12,0.335,1763474460,20410.58403,2460997.734,0.335,-2.266222222,0.335,
1.76E+12,0.335,1763474490,20410.58438,2460997.734,0.335,-2.265875,0.335,
1.76E+12,0.335,1763474520,20410.58472,2460997.734,0.335,-2.265527778,0.335,
1.76E+12,0.335,1763474550,20410.58507,2460997.735,0.335,-2.265180556,0.335,
1.76E+12,0.335,1763474580,20410.58542,2460997.735,0.335,-2.264833333,0.335,
1.76E+12,0.335,1763474610,20410.58576,2460997.736,0.335,-2.264486111,0.335,
1.76E+12,0.335,1763474640,20410.58611,2460997.736,0.335,-2.264138889,0.335,
1.76E+12,0.335,1763474670,20410.58646,2460997.736,0.335,-2.263791667,0.335,
1.76E+12,0.333,1763474700,20410.58681,2460997.737,0.333,-2.263444445,0.333,
1.76E+12,0.335,1763474730,20410.58715,2460997.737,0.335,-2.263097222,0.335,
1.76E+12,0.336,1763474760,20410.5875,2460997.737,0.336,-2.26275,0.336,
1.76E+12,0.336,1763474790,20410.58785,2460997.738,0.336,-2.262402778,0.336,
1.76E+12,0.334,1763474820,20410.58819,2460997.738,0.334,-2.262055556,0.334,
1.76E+12,0.335,1763474850,20410.58854,2460997.738,0.335,-2.261708334,0.335,
1.76E+12,0.333,1763474880,20410.58889,2460997.739,0.333,-2.261361111,0.333,
1.76E+12,0.332,1763474910,20410.58924,2460997.739,0.332,-2.261013889,0.332,
1.76E+12,0.333,1763474940,20410.58958,2460997.739,0.333,-2.260666667,0.333,
1.76E+12,0.334,1763474970,20410.58993,2460997.74,0.334,-2.260319444,0.334,
1.76E+12,0.34,1763475000,20410.59028,2460997.74,0.34,-2.259972222,0.34,
1.76E+12,0.338,1763475030,20410.59063,2460997.74,0.338,-2.259625,0.338,
1.76E+12,0.334,1763475060,20410.59097,2460997.741,0.334,-2.259277778,0.334,
1.76E+12,0.336,1763475090,20410.59132,2460997.741,0.336,-2.258930556,0.336,
1.76E+12,0.335,1763475120,20410.59167,2460997.741,0.335,-2.258583333,0.335,
1.76E+12,0.336,1763475150,20410.59201,2460997.742,0.336,-2.258236111,0.336,
1.76E+12,0.336,1763475180,20410.59236,2460997.742,0.336,-2.257888889,0.336,
1.76E+12,0.336,1763475210,20410.59271,2460997.742,0.336,-2.257541667,0.336,
1.76E+12,0.336,1763475240,20410.59306,2460997.743,0.336,-2.257194445,0.336,
1.76E+12,0.334,1763475270,20410.5934,2460997.743,0.334,-2.256847222,0.334,
1.76E+12,0.335,1763475300,20410.59375,2460997.744,0.335,-2.2565,0.335,
