Time,"output {channel=""blue_etalon"", units=""Amps""}",seconds,days,jd,amps,sams x axis,amps,fixed refderences JD offset
1.76E+12,0.318,1763285520,20408.39722,2460995.547,0.318,-4.453027778,0.318,
1.76E+12,0.317,1763285550,20408.39757,2460995.547,0.317,-4.452680556,0.317,
1.76E+12,0.318,1763285580,20408.39792,2460995.548,0.318,-4.452333333,0.318,
1.76E+12,0.317,1763285610,20408.39826,2460995.548,0.317,-4.451986111,0.317,
1.76E+12,0.317,1763285640,20408.39861,2460995.548,0.317,-4.451638889,0.317,
1.76E+12,0.317,1763285670,20408.39896,2460995.549,0.317,-4.451291667,0.317,
1.76E+12,0.318,1763285700,20408.39931,2460995.549,0.318,-4.450944445,0.318,
1.76E+12,0.317,1763285730,20408.39965,2460995.549,0.317,-4.450597222,0.317,
1.76E+12,0.318,1763285760,20408.4,2460995.55,0.318,-4.45025,0.318,
1.76E+12,0.317,1763285790,20408.40035,2460995.55,0.317,-4.449902778,0.317,
1.76E+12,0.316,1763285820,20408.40069,2460995.55,0.316,-4.449555556,0.316,
1.76E+12,0.318,1763285850,20408.40104,2460995.551,0.318,-4.449208334,0.318,
1.76E+12,0.317,1763285880,20408.40139,2460995.551,0.317,-4.448861111,0.317,
1.76E+12,0.317,1763285910,20408.40174,2460995.551,0.317,-4.448513889,0.317,
1.76E+12,0.318,1763285940,20408.40208,2460995.552,0.318,-4.448166667,0.318,
1.76E+12,0.318,1763285970,20408.40243,2460995.552,0.318,-4.447819444,0.318,
1.76E+12,0.317,1763286000,20408.40278,2460995.553,0.317,-4.447472222,0.317,
1.76E+12,0.317,1763286030,20408.40313,2460995.553,0.317,-4.447125,0.317,
1.76E+12,0.318,1763286060,20408.40347,2460995.553,0.318,-4.446777778,0.318,
1.76E+12,0.316,1763286090,20408.40382,2460995.554,0.316,-4.446430556,0.316,
1.76E+12,0.318,1763286120,20408.40417,2460995.554,0.318,-4.446083333,0.318,
1.76E+12,0.317,1763286150,20408.40451,2460995.554,0.317,-4.445736111,0.317,
1.76E+12,0.317,1763286180,20408.40486,2460995.555,0.317,-4.445388889,0.317,
1.76E+12,0.317,1763286210,20408.40521,2460995.555,0.317,-4.445041667,0.317,
1.76E+12,0.318,1763286240,20408.40556,2460995.555,0.318,-4.444694445,0.318,
1.76E+12,0.319,1763286270,20408.4059,2460995.556,0.319,-4.444347222,0.319,
1.76E+12,0.317,1763286300,20408.40625,2460995.556,0.317,-4.444,0.317,
1.76E+12,0.318,1763286330,20408.4066,2460995.556,0.318,-4.443652778,0.318,
1.76E+12,0.318,1763286360,20408.40694,2460995.557,0.318,-4.443305556,0.318,
1.76E+12,0.318,1763286390,20408.40729,2460995.557,0.318,-4.442958334,0.318,
1.76E+12,0.317,1763286420,20408.40764,2460995.557,0.317,-4.442611111,0.317,
1.76E+12,0.318,1763286450,20408.40799,2460995.558,0.318,-4.442263889,0.318,
1.76E+12,0.318,1763286480,20408.40833,2460995.558,0.318,-4.441916667,0.318,
1.76E+12,0.318,1763286510,20408.40868,2460995.558,0.318,-4.441569445,0.318,
1.76E+12,0.318,1763286540,20408.40903,2460995.559,0.318,-4.441222223,0.318,
1.76E+12,0.318,1763286570,20408.40938,2460995.559,0.318,-4.440875,0.318,
1.76E+12,0.317,1763286600,20408.40972,2460995.559,0.317,-4.440527778,0.317,
1.76E+12,0.318,1763286630,20408.41007,2460995.56,0.318,-4.440180556,0.318,
1.76E+12,0.318,1763286660,20408.41042,2460995.56,0.318,-4.439833333,0.318,
1.76E+12,0.316,1763286690,20408.41076,2460995.561,0.316,-4.439486111,0.316,
1.76E+12,0.318,1763286720,20408.41111,2460995.561,0.318,-4.439138889,0.318,
1.76E+12,0.318,1763286750,20408.41146,2460995.561,0.318,-4.438791667,0.318,
1.76E+12,0.318,1763286780,20408.41181,2460995.562,0.318,-4.438444444,0.318,
1.76E+12,0.317,1763286810,20408.41215,2460995.562,0.317,-4.438097222,0.317,
1.76E+12,0.318,1763286840,20408.4125,2460995.562,0.318,-4.43775,0.318,
1.76E+12,0.317,1763286870,20408.41285,2460995.563,0.317,-4.437402778,0.317,
1.76E+12,0.317,1763286900,20408.41319,2460995.563,0.317,-4.437055556,0.317,
1.76E+12,0.317,1763286930,20408.41354,2460995.563,0.317,-4.436708333,0.317,
1.76E+12,0.319,1763286960,20408.41389,2460995.564,0.319,-4.436361111,0.319,
1.76E+12,0.318,1763286990,20408.41424,2460995.564,0.318,-4.436013889,0.318,
1.76E+12,0.317,1763287020,20408.41458,2460995.564,0.317,-4.435666667,0.317,
1.76E+12,0.319,1763287050,20408.41493,2460995.565,0.319,-4.435319445,0.319,
1.76E+12,0.319,1763287080,20408.41528,2460995.565,0.319,-4.434972222,0.319,
1.76E+12,0.318,1763287110,20408.41563,2460995.565,0.318,-4.434625,0.318,
1.76E+12,0.319,1763287140,20408.41597,2460995.566,0.319,-4.434277778,0.319,
1.76E+12,0.319,1763287170,20408.41632,2460995.566,0.319,-4.433930556,0.319,
1.76E+12,0.319,1763287200,20408.41667,2460995.566,0.319,-4.433583334,0.319,
1.76E+12,0.317,1763287230,20408.41701,2460995.567,0.317,-4.433236111,0.317,
1.76E+12,0.318,1763287260,20408.41736,2460995.567,0.318,-4.432888889,0.318,
1.76E+12,0.318,1763287290,20408.41771,2460995.567,0.318,-4.432541667,0.318,
1.76E+12,0.318,1763287320,20408.41806,2460995.568,0.318,-4.432194444,0.318,
1.76E+12,0.319,1763287350,20408.4184,2460995.568,0.319,-4.431847222,0.319,
1.76E+12,0.318,1763287380,20408.41875,2460995.569,0.318,-4.4315,0.318,
1.76E+12,0.318,1763287410,20408.4191,2460995.569,0.318,-4.431152778,0.318,
1.76E+12,0.319,1763287440,20408.41944,2460995.569,0.319,-4.430805556,0.319,
1.76E+12,0.317,1763287470,20408.41979,2460995.57,0.317,-4.430458333,0.317,
1.76E+12,0.319,1763287500,20408.42014,2460995.57,0.319,-4.430111111,0.319,
1.76E+12,0.319,1763287530,20408.42049,2460995.57,0.319,-4.429763889,0.319,
1.76E+12,0.318,1763287560,20408.42083,2460995.571,0.318,-4.429416667,0.318,
1.76E+12,0.318,1763287590,20408.42118,2460995.571,0.318,-4.429069445,0.318,
1.76E+12,0.319,1763287620,20408.42153,2460995.571,0.319,-4.428722222,0.319,
1.76E+12,0.318,1763287650,20408.42188,2460995.572,0.318,-4.428375,0.318,
1.76E+12,0.319,1763287680,20408.42222,2460995.572,0.319,-4.428027778,0.319,
1.76E+12,0.319,1763287710,20408.42257,2460995.572,0.319,-4.427680556,0.319,
1.76E+12,0.318,1763287740,20408.42292,2460995.573,0.318,-4.427333334,0.318,
1.76E+12,0.319,1763287770,20408.42326,2460995.573,0.319,-4.426986111,0.319,
1.76E+12,0.317,1763287800,20408.42361,2460995.573,0.317,-4.426638889,0.317,
1.76E+12,0.319,1763287830,20408.42396,2460995.574,0.319,-4.426291667,0.319,
1.76E+12,0.319,1763287860,20408.42431,2460995.574,0.319,-4.425944445,0.319,
1.76E+12,0.319,1763287890,20408.42465,2460995.574,0.319,-4.425597223,0.319,
1.76E+12,0.32,1763287920,20408.425,2460995.575,0.32,-4.42525,0.32,
1.76E+12,0.319,1763287950,20408.42535,2460995.575,0.319,-4.424902778,0.319,
1.76E+12,0.318,1763287980,20408.42569,2460995.575,0.318,-4.424555556,0.318,
1.76E+12,0.319,1763288010,20408.42604,2460995.576,0.319,-4.424208333,0.319,
1.76E+12,0.319,1763288040,20408.42639,2460995.576,0.319,-4.423861111,0.319,
1.76E+12,0.318,1763288070,20408.42674,2460995.576,0.318,-4.423513889,0.318,
1.76E+12,0.32,1763288100,20408.42708,2460995.577,0.32,-4.423166667,0.32,
1.76E+12,0.32,1763288130,20408.42743,2460995.577,0.32,-4.422819444,0.32,
1.76E+12,0.319,1763288160,20408.42778,2460995.578,0.319,-4.422472222,0.319,
1.76E+12,0.319,1763288190,20408.42813,2460995.578,0.319,-4.422125,0.319,
1.76E+12,0.319,1763288220,20408.42847,2460995.578,0.319,-4.421777778,0.319,
1.76E+12,0.319,1763288250,20408.42882,2460995.579,0.319,-4.421430556,0.319,
1.76E+12,0.319,1763288280,20408.42917,2460995.579,0.319,-4.421083333,0.319,
1.76E+12,0.319,1763288310,20408.42951,2460995.579,0.319,-4.420736111,0.319,
1.76E+12,0.319,1763288340,20408.42986,2460995.58,0.319,-4.420388889,0.319,
1.76E+12,0.318,1763288370,20408.43021,2460995.58,0.318,-4.420041667,0.318,
1.76E+12,0.318,1763288400,20408.43056,2460995.58,0.318,-4.419694445,0.318,
1.76E+12,0.319,1763288430,20408.4309,2460995.581,0.319,-4.419347222,0.319,
1.76E+12,0.32,1763288460,20408.43125,2460995.581,0.32,-4.419,0.32,
1.76E+12,0.318,1763288490,20408.4316,2460995.581,0.318,-4.418652778,0.318,
1.76E+12,0.319,1763288520,20408.43194,2460995.582,0.319,-4.418305556,0.319,
1.76E+12,0.318,1763288550,20408.43229,2460995.582,0.318,-4.417958334,0.318,
1.76E+12,0.319,1763288580,20408.43264,2460995.582,0.319,-4.417611111,0.319,
1.76E+12,0.32,1763288610,20408.43299,2460995.583,0.32,-4.417263889,0.32,
1.76E+12,0.319,1763288640,20408.43333,2460995.583,0.319,-4.416916667,0.319,
1.76E+12,0.318,1763288670,20408.43368,2460995.583,0.318,-4.416569444,0.318,
1.76E+12,0.319,1763288700,20408.43403,2460995.584,0.319,-4.416222222,0.319,
1.76E+12,0.319,1763288730,20408.43438,2460995.584,0.319,-4.415875,0.319,
1.76E+12,0.319,1763288760,20408.43472,2460995.584,0.319,-4.415527778,0.319,
1.76E+12,0.319,1763288790,20408.43507,2460995.585,0.319,-4.415180556,0.319,
1.76E+12,0.32,1763288820,20408.43542,2460995.585,0.32,-4.414833333,0.32,
1.76E+12,0.319,1763288850,20408.43576,2460995.586,0.319,-4.414486111,0.319,
1.76E+12,0.319,1763288880,20408.43611,2460995.586,0.319,-4.414138889,0.319,
1.76E+12,0.32,1763288910,20408.43646,2460995.586,0.32,-4.413791667,0.32,
1.76E+12,0.319,1763288940,20408.43681,2460995.587,0.319,-4.413444445,0.319,
1.76E+12,0.319,1763288970,20408.43715,2460995.587,0.319,-4.413097222,0.319,
1.76E+12,0.318,1763289000,20408.4375,2460995.587,0.318,-4.41275,0.318,
1.76E+12,0.319,1763289030,20408.43785,2460995.588,0.319,-4.412402778,0.319,
1.76E+12,0.319,1763289060,20408.43819,2460995.588,0.319,-4.412055556,0.319,
1.76E+12,0.319,1763289090,20408.43854,2460995.588,0.319,-4.411708334,0.319,
1.76E+12,0.319,1763289120,20408.43889,2460995.589,0.319,-4.411361111,0.319,
1.76E+12,0.32,1763289150,20408.43924,2460995.589,0.32,-4.411013889,0.32,
1.76E+12,0.319,1763289180,20408.43958,2460995.589,0.319,-4.410666667,0.319,
1.76E+12,0.318,1763289210,20408.43993,2460995.59,0.318,-4.410319445,0.318,
1.76E+12,0.319,1763289240,20408.44028,2460995.59,0.319,-4.409972223,0.319,
1.76E+12,0.32,1763289270,20408.44063,2460995.59,0.32,-4.409625,0.32,
1.76E+12,0.32,1763289300,20408.44097,2460995.591,0.32,-4.409277778,0.32,
1.76E+12,0.319,1763289330,20408.44132,2460995.591,0.319,-4.408930556,0.319,
1.76E+12,0.319,1763289360,20408.44167,2460995.591,0.319,-4.408583333,0.319,
1.76E+12,0.319,1763289390,20408.44201,2460995.592,0.319,-4.408236111,0.319,
1.76E+12,0.319,1763289420,20408.44236,2460995.592,0.319,-4.407888889,0.319,
1.76E+12,0.319,1763289450,20408.44271,2460995.592,0.319,-4.407541667,0.319,
1.76E+12,0.32,1763289480,20408.44306,2460995.593,0.32,-4.407194444,0.32,
1.76E+12,0.32,1763289510,20408.4434,2460995.593,0.32,-4.406847222,0.32,
1.76E+12,0.32,1763289540,20408.44375,2460995.594,0.32,-4.4065,0.32,
1.76E+12,0.32,1763289570,20408.4441,2460995.594,0.32,-4.406152778,0.32,
1.76E+12,0.318,1763289600,20408.44444,2460995.594,0.318,-4.405805556,0.318,
1.76E+12,0.32,1763289630,20408.44479,2460995.595,0.32,-4.405458333,0.32,
1.76E+12,0.319,1763289660,20408.44514,2460995.595,0.319,-4.405111111,0.319,
1.76E+12,0.318,1763289690,20408.44549,2460995.595,0.318,-4.404763889,0.318,
1.76E+12,0.32,1763289720,20408.44583,2460995.596,0.32,-4.404416667,0.32,
1.76E+12,0.319,1763289750,20408.44618,2460995.596,0.319,-4.404069445,0.319,
1.76E+12,0.319,1763289780,20408.44653,2460995.596,0.319,-4.403722222,0.319,
1.76E+12,0.317,1763289810,20408.44688,2460995.597,0.317,-4.403375,0.317,
1.76E+12,0.319,1763289840,20408.44722,2460995.597,0.319,-4.403027778,0.319,
1.76E+12,0.319,1763289870,20408.44757,2460995.597,0.319,-4.402680556,0.319,
1.76E+12,0.319,1763289900,20408.44792,2460995.598,0.319,-4.402333334,0.319,
1.76E+12,0.318,1763289930,20408.44826,2460995.598,0.318,-4.401986111,0.318,
1.76E+12,0.319,1763289960,20408.44861,2460995.598,0.319,-4.401638889,0.319,
1.76E+12,0.319,1763289990,20408.44896,2460995.599,0.319,-4.401291667,0.319,
1.76E+12,0.319,1763290020,20408.44931,2460995.599,0.319,-4.400944444,0.319,
1.76E+12,0.319,1763290050,20408.44965,2460995.599,0.319,-4.400597222,0.319,
1.76E+12,0.318,1763290080,20408.45,2460995.6,0.318,-4.40025,0.318,
1.76E+12,0.319,1763290110,20408.45035,2460995.6,0.319,-4.399902778,0.319,
1.76E+12,0.318,1763290140,20408.45069,2460995.6,0.318,-4.399555556,0.318,
1.76E+12,0.32,1763290170,20408.45104,2460995.601,0.32,-4.399208333,0.32,
1.76E+12,0.319,1763290200,20408.45139,2460995.601,0.319,-4.398861111,0.319,
1.76E+12,0.319,1763290230,20408.45174,2460995.601,0.319,-4.398513889,0.319,
1.76E+12,0.32,1763290260,20408.45208,2460995.602,0.32,-4.398166667,0.32,
1.76E+12,0.32,1763290290,20408.45243,2460995.602,0.32,-4.397819445,0.32,
1.76E+12,0.32,1763290320,20408.45278,2460995.603,0.32,-4.397472222,0.32,
1.76E+12,0.319,1763290350,20408.45313,2460995.603,0.319,-4.397125,0.319,
1.76E+12,0.319,1763290380,20408.45347,2460995.603,0.319,-4.396777778,0.319,
1.76E+12,0.32,1763290410,20408.45382,2460995.604,0.32,-4.396430556,0.32,
1.76E+12,0.318,1763290440,20408.45417,2460995.604,0.318,-4.396083334,0.318,
1.76E+12,0.318,1763290470,20408.45451,2460995.604,0.318,-4.395736111,0.318,
1.76E+12,0.319,1763290500,20408.45486,2460995.605,0.319,-4.395388889,0.319,
1.76E+12,0.321,1763290530,20408.45521,2460995.605,0.321,-4.395041667,0.321,
1.76E+12,0.32,1763290560,20408.45556,2460995.605,0.32,-4.394694445,0.32,
1.76E+12,0.32,1763290590,20408.4559,2460995.606,0.32,-4.394347223,0.32,
1.76E+12,0.319,1763290620,20408.45625,2460995.606,0.319,-4.394,0.319,
1.76E+12,0.319,1763290650,20408.4566,2460995.606,0.319,-4.393652778,0.319,
1.76E+12,0.32,1763290680,20408.45694,2460995.607,0.32,-4.393305556,0.32,
1.76E+12,0.32,1763290710,20408.45729,2460995.607,0.32,-4.392958333,0.32,
1.76E+12,0.32,1763290740,20408.45764,2460995.607,0.32,-4.392611111,0.32,
1.76E+12,0.319,1763290770,20408.45799,2460995.608,0.319,-4.392263889,0.319,
1.76E+12,0.32,1763290800,20408.45833,2460995.608,0.32,-4.391916667,0.32,
1.76E+12,0.319,1763290830,20408.45868,2460995.608,0.319,-4.391569444,0.319,
1.76E+12,0.32,1763290860,20408.45903,2460995.609,0.32,-4.391222222,0.32,
1.76E+12,0.319,1763290890,20408.45938,2460995.609,0.319,-4.390875,0.319,
1.76E+12,0.32,1763290920,20408.45972,2460995.609,0.32,-4.390527778,0.32,
1.76E+12,0.32,1763290950,20408.46007,2460995.61,0.32,-4.390180556,0.32,
1.76E+12,0.321,1763290980,20408.46042,2460995.61,0.321,-4.389833333,0.321,
1.76E+12,0.321,1763291010,20408.46076,2460995.611,0.321,-4.389486111,0.321,
1.76E+12,0.32,1763291040,20408.46111,2460995.611,0.32,-4.389138889,0.32,
1.76E+12,0.32,1763291070,20408.46146,2460995.611,0.32,-4.388791667,0.32,
1.76E+12,0.321,1763291100,20408.46181,2460995.612,0.321,-4.388444445,0.321,
1.76E+12,0.32,1763291130,20408.46215,2460995.612,0.32,-4.388097222,0.32,
1.76E+12,0.32,1763291160,20408.4625,2460995.612,0.32,-4.38775,0.32,
1.76E+12,0.32,1763291190,20408.46285,2460995.613,0.32,-4.387402778,0.32,
1.76E+12,0.32,1763291220,20408.46319,2460995.613,0.32,-4.387055556,0.32,
1.76E+12,0.32,1763291250,20408.46354,2460995.613,0.32,-4.386708334,0.32,
1.76E+12,0.319,1763291280,20408.46389,2460995.614,0.319,-4.386361111,0.319,
1.76E+12,0.319,1763291310,20408.46424,2460995.614,0.319,-4.386013889,0.319,
1.76E+12,0.321,1763291340,20408.46458,2460995.614,0.321,-4.385666667,0.321,
1.76E+12,0.321,1763291370,20408.46493,2460995.615,0.321,-4.385319444,0.321,
1.76E+12,0.321,1763291400,20408.46528,2460995.615,0.321,-4.384972222,0.321,
1.76E+12,0.32,1763291430,20408.46563,2460995.615,0.32,-4.384625,0.32,
1.76E+12,0.32,1763291460,20408.46597,2460995.616,0.32,-4.384277778,0.32,
1.76E+12,0.321,1763291490,20408.46632,2460995.616,0.321,-4.383930556,0.321,
1.76E+12,0.32,1763291520,20408.46667,2460995.616,0.32,-4.383583333,0.32,
1.76E+12,0.322,1763291550,20408.46701,2460995.617,0.322,-4.383236111,0.322,
1.76E+12,0.321,1763291580,20408.46736,2460995.617,0.321,-4.382888889,0.321,
1.76E+12,0.32,1763291610,20408.46771,2460995.617,0.32,-4.382541667,0.32,
1.76E+12,0.32,1763291640,20408.46806,2460995.618,0.32,-4.382194445,0.32,
1.76E+12,0.319,1763291670,20408.4684,2460995.618,0.319,-4.381847222,0.319,
1.76E+12,0.322,1763291700,20408.46875,2460995.619,0.322,-4.3815,0.322,
1.76E+12,0.32,1763291730,20408.4691,2460995.619,0.32,-4.381152778,0.32,
1.76E+12,0.32,1763291760,20408.46944,2460995.619,0.32,-4.380805556,0.32,
1.76E+12,0.321,1763291790,20408.46979,2460995.62,0.321,-4.380458334,0.321,
1.76E+12,0.319,1763291820,20408.47014,2460995.62,0.319,-4.380111111,0.319,
1.76E+12,0.319,1763291850,20408.47049,2460995.62,0.319,-4.379763889,0.319,
1.76E+12,0.32,1763291880,20408.47083,2460995.621,0.32,-4.379416667,0.32,
1.76E+12,0.319,1763291910,20408.47118,2460995.621,0.319,-4.379069445,0.319,
1.76E+12,0.32,1763291940,20408.47153,2460995.621,0.32,-4.378722223,0.32,
1.76E+12,0.322,1763291970,20408.47188,2460995.622,0.322,-4.378375,0.322,
1.76E+12,0.321,1763292000,20408.47222,2460995.622,0.321,-4.378027778,0.321,
1.76E+12,0.32,1763292030,20408.47257,2460995.622,0.32,-4.377680556,0.32,
1.76E+12,0.322,1763292060,20408.47292,2460995.623,0.322,-4.377333333,0.322,
1.76E+12,0.32,1763292090,20408.47326,2460995.623,0.32,-4.376986111,0.32,
1.76E+12,0.32,1763292120,20408.47361,2460995.623,0.32,-4.376638889,0.32,
1.76E+12,0.319,1763292150,20408.47396,2460995.624,0.319,-4.376291667,0.319,
1.76E+12,0.321,1763292180,20408.47431,2460995.624,0.321,-4.375944444,0.321,
1.76E+12,0.321,1763292210,20408.47465,2460995.624,0.321,-4.375597222,0.321,
1.76E+12,0.32,1763292240,20408.475,2460995.625,0.32,-4.37525,0.32,
1.76E+12,0.32,1763292270,20408.47535,2460995.625,0.32,-4.374902778,0.32,
1.76E+12,0.32,1763292300,20408.47569,2460995.625,0.32,-4.374555556,0.32,
1.76E+12,0.32,1763292330,20408.47604,2460995.626,0.32,-4.374208333,0.32,
1.76E+12,0.321,1763292360,20408.47639,2460995.626,0.321,-4.373861111,0.321,
1.76E+12,0.32,1763292390,20408.47674,2460995.626,0.32,-4.373513889,0.32,
1.76E+12,0.321,1763292420,20408.47708,2460995.627,0.321,-4.373166667,0.321,
1.76E+12,0.319,1763292450,20408.47743,2460995.627,0.319,-4.372819445,0.319,
1.76E+12,0.319,1763292480,20408.47778,2460995.628,0.319,-4.372472222,0.319,
1.76E+12,0.32,1763292510,20408.47813,2460995.628,0.32,-4.372125,0.32,
1.76E+12,0.32,1763292540,20408.47847,2460995.628,0.32,-4.371777778,0.32,
1.76E+12,0.321,1763292570,20408.47882,2460995.629,0.321,-4.371430556,0.321,
1.76E+12,0.321,1763292600,20408.47917,2460995.629,0.321,-4.371083334,0.321,
1.76E+12,0.321,1763292630,20408.47951,2460995.629,0.321,-4.370736111,0.321,
1.76E+12,0.321,1763292660,20408.47986,2460995.63,0.321,-4.370388889,0.321,
1.76E+12,0.321,1763292690,20408.48021,2460995.63,0.321,-4.370041667,0.321,
1.76E+12,0.32,1763292720,20408.48056,2460995.63,0.32,-4.369694444,0.32,
1.76E+12,0.319,1763292750,20408.4809,2460995.631,0.319,-4.369347222,0.319,
1.76E+12,0.321,1763292780,20408.48125,2460995.631,0.321,-4.369,0.321,
1.76E+12,0.321,1763292810,20408.4816,2460995.631,0.321,-4.368652778,0.321,
1.76E+12,0.32,1763292840,20408.48194,2460995.632,0.32,-4.368305556,0.32,
1.76E+12,0.321,1763292870,20408.48229,2460995.632,0.321,-4.367958333,0.321,
1.76E+12,0.32,1763292900,20408.48264,2460995.632,0.32,-4.367611111,0.32,
1.76E+12,0.32,1763292930,20408.48299,2460995.633,0.32,-4.367263889,0.32,
1.76E+12,0.32,1763292960,20408.48333,2460995.633,0.32,-4.366916667,0.32,
1.76E+12,0.32,1763292990,20408.48368,2460995.633,0.32,-4.366569445,0.32,
1.76E+12,0.32,1763293020,20408.48403,2460995.634,0.32,-4.366222222,0.32,
1.76E+12,0.322,1763293050,20408.48438,2460995.634,0.322,-4.365875,0.322,
1.76E+12,0.32,1763293080,20408.48472,2460995.634,0.32,-4.365527778,0.32,
1.76E+12,0.32,1763293110,20408.48507,2460995.635,0.32,-4.365180556,0.32,
1.76E+12,0.319,1763293140,20408.48542,2460995.635,0.319,-4.364833334,0.319,
1.76E+12,0.319,1763293170,20408.48576,2460995.636,0.319,-4.364486111,0.319,
1.76E+12,0.321,1763293200,20408.48611,2460995.636,0.321,-4.364138889,0.321,
1.76E+12,0.32,1763293230,20408.48646,2460995.636,0.32,-4.363791667,0.32,
1.76E+12,0.321,1763293260,20408.48681,2460995.637,0.321,-4.363444445,0.321,
1.76E+12,0.32,1763293290,20408.48715,2460995.637,0.32,-4.363097223,0.32,
1.76E+12,0.321,1763293320,20408.4875,2460995.637,0.321,-4.36275,0.321,
1.76E+12,0.319,1763293350,20408.48785,2460995.638,0.319,-4.362402778,0.319,
1.76E+12,0.32,1763293380,20408.48819,2460995.638,0.32,-4.362055556,0.32,
1.76E+12,0.32,1763293410,20408.48854,2460995.638,0.32,-4.361708333,0.32,
1.76E+12,0.321,1763293440,20408.48889,2460995.639,0.321,-4.361361111,0.321,
1.76E+12,0.321,1763293470,20408.48924,2460995.639,0.321,-4.361013889,0.321,
1.76E+12,0.321,1763293500,20408.48958,2460995.639,0.321,-4.360666667,0.321,
1.76E+12,0.321,1763293530,20408.48993,2460995.64,0.321,-4.360319444,0.321,
1.76E+12,0.32,1763293560,20408.49028,2460995.64,0.32,-4.359972222,0.32,
1.76E+12,0.32,1763293590,20408.49063,2460995.64,0.32,-4.359625,0.32,
1.76E+12,0.32,1763293620,20408.49097,2460995.641,0.32,-4.359277778,0.32,
1.76E+12,0.321,1763293650,20408.49132,2460995.641,0.321,-4.358930556,0.321,
1.76E+12,0.321,1763293680,20408.49167,2460995.641,0.321,-4.358583333,0.321,
1.76E+12,0.321,1763293710,20408.49201,2460995.642,0.321,-4.358236111,0.321,
1.76E+12,0.32,1763293740,20408.49236,2460995.642,0.32,-4.357888889,0.32,
1.76E+12,0.32,1763293770,20408.49271,2460995.642,0.32,-4.357541667,0.32,
1.76E+12,0.322,1763293800,20408.49306,2460995.643,0.322,-4.357194445,0.322,
1.76E+12,0.32,1763293830,20408.4934,2460995.643,0.32,-4.356847222,0.32,
1.76E+12,0.32,1763293860,20408.49375,2460995.644,0.32,-4.3565,0.32,
1.76E+12,0.32,1763293890,20408.4941,2460995.644,0.32,-4.356152778,0.32,
1.76E+12,0.32,1763293920,20408.49444,2460995.644,0.32,-4.355805556,0.32,
1.76E+12,0.319,1763293950,20408.49479,2460995.645,0.319,-4.355458334,0.319,
1.76E+12,0.321,1763293980,20408.49514,2460995.645,0.321,-4.355111111,0.321,
1.76E+12,0.321,1763294010,20408.49549,2460995.645,0.321,-4.354763889,0.321,
1.76E+12,0.32,1763294040,20408.49583,2460995.646,0.32,-4.354416667,0.32,
1.76E+12,0.32,1763294070,20408.49618,2460995.646,0.32,-4.354069444,0.32,
1.76E+12,0.321,1763294100,20408.49653,2460995.646,0.321,-4.353722222,0.321,
1.76E+12,0.321,1763294130,20408.49688,2460995.647,0.321,-4.353375,0.321,
1.76E+12,0.321,1763294160,20408.49722,2460995.647,0.321,-4.353027778,0.321,
1.76E+12,0.321,1763294190,20408.49757,2460995.647,0.321,-4.352680556,0.321,
1.76E+12,0.321,1763294220,20408.49792,2460995.648,0.321,-4.352333333,0.321,
1.76E+12,0.321,1763294250,20408.49826,2460995.648,0.321,-4.351986111,0.321,
1.76E+12,0.32,1763294280,20408.49861,2460995.648,0.32,-4.351638889,0.32,
1.76E+12,0.32,1763294310,20408.49896,2460995.649,0.32,-4.351291667,0.32,
1.76E+12,0.322,1763294340,20408.49931,2460995.649,0.322,-4.350944445,0.322,
1.76E+12,0.321,1763294370,20408.49965,2460995.649,0.321,-4.350597222,0.321,
1.76E+12,0.32,1763294400,20408.5,2460995.65,0.32,-4.35025,0.32,
1.76E+12,0.321,1763294430,20408.50035,2460995.65,0.321,-4.349902778,0.321,
1.76E+12,0.32,1763294460,20408.50069,2460995.65,0.32,-4.349555556,0.32,
1.76E+12,0.321,1763294490,20408.50104,2460995.651,0.321,-4.349208334,0.321,
1.76E+12,0.321,1763294520,20408.50139,2460995.651,0.321,-4.348861111,0.321,
1.76E+12,0.321,1763294550,20408.50174,2460995.651,0.321,-4.348513889,0.321,
1.76E+12,0.321,1763294580,20408.50208,2460995.652,0.321,-4.348166667,0.321,
1.76E+12,0.32,1763294610,20408.50243,2460995.652,0.32,-4.347819445,0.32,
1.76E+12,0.321,1763294640,20408.50278,2460995.653,0.321,-4.347472223,0.321,
1.76E+12,0.321,1763294670,20408.50313,2460995.653,0.321,-4.347125,0.321,
1.76E+12,0.322,1763294700,20408.50347,2460995.653,0.322,-4.346777778,0.322,
1.76E+12,0.321,1763294730,20408.50382,2460995.654,0.321,-4.346430556,0.321,
1.76E+12,0.32,1763294760,20408.50417,2460995.654,0.32,-4.346083333,0.32,
1.76E+12,0.321,1763294790,20408.50451,2460995.654,0.321,-4.345736111,0.321,
1.76E+12,0.321,1763294820,20408.50486,2460995.655,0.321,-4.345388889,0.321,
1.76E+12,0.321,1763294850,20408.50521,2460995.655,0.321,-4.345041667,0.321,
1.76E+12,0.322,1763294880,20408.50556,2460995.655,0.322,-4.344694444,0.322,
1.76E+12,0.321,1763294910,20408.5059,2460995.656,0.321,-4.344347222,0.321,
1.76E+12,0.321,1763294940,20408.50625,2460995.656,0.321,-4.344,0.321,
1.76E+12,0.321,1763294970,20408.5066,2460995.656,0.321,-4.343652778,0.321,
1.76E+12,0.322,1763295000,20408.50694,2460995.657,0.322,-4.343305556,0.322,
