time,mks_temperature,ETALONHOUSING,FOLDMOUNT,PRISMMOUNT,GRATINGMOUNT,JPLFLEXSTRAP,COLDHEAD,GRATINGBASE,CUBARSTRAPEND,AMBIENT,VACSHELLBOTTOM,INNERSHIELD,VACSHELLBOX,DETECTOR,MOLYLEFT,TMA3BASEPLATE,MIDDLEBASEPLATE,VACSHELLTOP,VACSHELLFEEDLEFT
2025-11-11T00:00:00.00Z,301.000,300.001,76.470,76.535,76.478,69.763,56.306,76.534,72.999,291.493,290.001,76.186,290.003,76.901,77.229,75.562,76.221,289.700,291.060
2025-11-11T00:02:00.00Z,301.000,300.002,76.468,76.530,76.474,69.762,56.302,76.533,73.001,291.475,290.001,76.187,290.003,76.900,77.230,75.562,76.220,289.700,291.050
2025-11-11T00:04:00.00Z,301.000,300.002,76.469,76.536,76.475,69.761,56.303,76.535,73.001,291.501,290.001,76.186,290.004,76.899,77.230,75.562,76.222,289.700,291.060
2025-11-11T00:06:00.00Z,301.000,300.001,76.468,76.534,76.475,69.761,56.302,76.533,73.001,291.490,290.001,76.189,290.004,76.900,77.230,75.561,76.221,289.700,291.060
2025-11-11T00:08:00.00Z,301.000,300.000,76.470,76.535,76.476,69.760,56.300,76.532,73.001,291.504,290.001,76.189,290.003,76.898,77.229,75.561,76.221,289.700,291.060
2025-11-11T00:10:00.00Z,301.000,300.001,76.468,76.535,76.474,69.763,56.306,76.535,73.001,291.456,290.001,76.187,290.004,76.900,77.231,75.563,76.220,289.700,291.060
2025-11-11T00:12:00.00Z,301.000,300.001,76.469,76.536,76.474,69.763,56.301,76.532,73.000,291.427,290.002,76.189,290.003,76.899,77.231,75.561,76.219,289.700,291.060
2025-11-11T00:14:00.00Z,301.000,300.001,76.470,76.534,76.474,69.760,56.300,76.535,73.000,291.409,290.002,76.187,290.004,76.900,77.229,75.563,76.220,289.700,291.060
2025-11-11T00:16:00.00Z,301.000,300.002,76.470,76.534,76.475,69.762,56.308,76.535,73.001,291.472,290.001,76.186,290.002,76.900,77.231,75.561,76.220,289.700,291.060
2025-11-11T00:18:00.00Z,301.000,300.002,76.471,76.533,76.475,69.764,56.304,76.535,73.001,291.498,290.001,76.189,290.004,76.900,77.229,75.560,76.222,289.700,291.060
2025-11-11T00:20:00.00Z,301.000,300.002,76.468,76.536,76.475,69.761,56.301,76.534,72.998,291.472,290.002,76.189,290.003,76.901,77.231,75.562,76.222,289.700,291.060
2025-11-11T00:22:00.00Z,301.000,300.002,76.469,76.535,76.477,69.763,56.305,76.533,73.000,291.465,290.002,76.187,290.003,76.899,77.231,75.564,76.220,289.700,291.060
2025-11-11T00:24:00.00Z,301.000,300.001,76.469,76.534,76.475,69.763,56.303,76.532,73.001,291.480,290.001,76.186,290.003,76.900,77.231,75.561,76.220,289.700,291.060
2025-11-11T00:26:00.00Z,301.000,300.003,76.469,76.533,76.476,69.763,56.306,76.534,73.000,291.460,290.002,76.189,290.002,76.900,77.231,75.562,76.221,289.700,291.060
2025-11-11T00:28:00.00Z,301.000,300.002,76.469,76.535,76.474,69.761,56.299,76.535,72.999,291.475,290.003,76.188,290.002,76.901,77.229,75.561,76.219,289.700,291.060
2025-11-11T00:30:00.00Z,301.000,300.002,76.468,76.537,76.474,69.760,56.300,76.534,72.999,291.422,290.002,76.185,290.001,76.900,77.230,75.562,76.221,289.700,291.060
2025-11-11T00:32:00.00Z,301.000,300.003,76.468,76.534,76.475,69.761,56.300,76.535,72.999,291.421,290.002,76.188,290.003,76.900,77.229,75.564,76.222,289.700,291.060
2025-11-11T00:34:00.00Z,301.000,300.002,76.469,76.536,76.476,69.765,56.308,76.535,73.000,291.402,290.003,76.188,290.002,76.900,77.229,75.564,76.219,289.700,291.060
2025-11-11T00:36:00.00Z,301.000,300.003,76.469,76.536,76.476,69.766,56.312,76.534,73.002,291.418,290.002,76.187,290.002,76.901,77.229,75.562,76.221,289.700,291.060
2025-11-11T00:38:00.00Z,301.000,300.001,76.470,76.534,76.475,69.765,56.307,76.535,73.001,291.431,290.004,76.187,290.001,76.900,77.230,75.562,76.220,289.700,291.060
2025-11-11T00:40:00.00Z,301.000,300.002,76.468,76.536,76.474,69.762,56.308,76.534,73.001,291.457,290.003,76.187,290.001,76.899,77.229,75.562,76.219,289.700,291.060
2025-11-11T00:42:00.00Z,301.000,300.002,76.468,76.534,76.474,69.763,56.306,76.534,72.999,291.468,290.002,76.188,290.001,76.899,77.230,75.563,76.220,289.700,291.060
2025-11-11T00:44:00.00Z,301.000,300.001,76.470,76.536,76.474,69.763,56.311,76.534,73.001,291.471,290.003,76.187,290.002,76.900,77.230,75.562,76.221,289.700,291.060
2025-11-11T00:46:00.00Z,301.000,300.001,76.470,76.536,76.475,69.766,56.319,76.534,73.001,291.442,290.002,76.187,290.002,76.900,77.230,75.564,76.222,289.700,291.050
2025-11-11T00:48:00.00Z,301.000,300.002,76.470,76.535,76.476,69.766,56.317,76.535,73.001,291.440,290.002,76.186,290.002,76.901,77.231,75.562,76.221,289.700,291.060
2025-11-11T00:50:00.00Z,301.000,300.001,76.471,76.535,76.475,69.761,56.309,76.534,72.998,291.438,290.002,76.187,290.002,76.900,77.227,75.564,76.221,289.700,291.050
2025-11-11T00:52:00.00Z,301.000,300.002,76.468,76.535,76.475,69.760,56.305,76.534,72.999,291.450,290.002,76.187,290.000,76.899,77.230,75.561,76.220,289.700,291.060
2025-11-11T00:54:00.00Z,301.000,300.001,76.469,76.534,76.475,69.762,56.312,76.535,72.999,291.450,290.002,76.188,290.001,76.901,77.230,75.563,76.222,289.700,291.060
2025-11-11T00:56:00.00Z,301.000,300.002,76.470,76.534,76.473,69.762,56.305,76.533,73.000,291.488,290.002,76.186,290.001,76.901,77.231,75.562,76.220,289.700,291.050
2025-11-11T00:58:00.00Z,301.000,300.001,76.470,76.534,76.476,69.760,56.307,76.535,72.999,291.491,290.003,76.187,290.000,76.901,77.229,75.562,76.220,289.700,291.060
2025-11-11T01:00:00.00Z,301.000,300.001,76.470,76.535,76.475,69.762,56.310,76.533,73.001,291.497,290.002,76.188,290.001,76.901,77.230,75.562,76.222,289.700,291.060
2025-11-11T01:02:00.00Z,301.000,300.001,76.469,76.533,76.475,69.763,56.310,76.534,73.001,291.452,290.004,76.188,290.002,76.898,77.230,75.562,76.220,289.700,291.050
2025-11-11T01:04:00.00Z,301.000,300.001,76.470,76.537,76.473,69.759,56.298,76.535,72.998,291.458,290.003,76.189,290.001,76.901,77.230,75.562,76.222,289.700,291.060
2025-11-11T01:06:00.00Z,301.000,300.001,76.470,76.535,76.475,69.759,56.301,76.533,72.999,291.447,290.002,76.189,290.001,76.899,77.230,75.564,76.219,289.700,291.050
2025-11-11T01:08:00.00Z,301.000,300.001,76.467,76.535,76.474,69.762,56.306,76.535,73.000,291.450,290.002,76.185,290.002,76.899,77.229,75.564,76.221,289.700,291.050
2025-11-11T01:10:00.00Z,301.000,300.001,76.469,76.535,76.474,69.761,56.303,76.532,73.001,291.458,290.002,76.186,290.001,76.900,77.229,75.561,76.220,289.700,291.050
2025-11-11T01:12:00.00Z,301.000,300.000,76.470,76.534,76.475,69.760,56.295,76.533,72.998,291.436,290.002,76.187,290.001,76.900,77.231,75.563,76.221,289.700,291.060
2025-11-11T01:14:00.00Z,301.000,300.002,76.470,76.534,76.475,69.760,56.295,76.535,72.999,291.429,290.002,76.186,290.000,76.901,77.230,75.562,76.219,289.700,291.060
2025-11-11T01:16:00.00Z,301.000,300.001,76.469,76.534,76.474,69.763,56.314,76.533,73.001,291.418,290.001,76.186,290.002,76.901,77.230,75.562,76.219,289.700,291.050
2025-11-11T01:18:00.00Z,301.000,300.001,76.468,76.536,76.474,69.763,56.301,76.533,73.001,291.449,290.002,76.187,289.999,76.901,77.229,75.562,76.222,289.700,291.060
2025-11-11T01:20:00.00Z,301.000,300.001,76.470,76.534,76.475,69.765,56.306,76.534,73.001,291.466,290.001,76.189,290.000,76.901,77.231,75.556,76.221,289.700,291.060
2025-11-11T01:22:00.00Z,301.000,300.001,76.470,76.535,76.476,69.762,56.301,76.535,73.000,291.436,290.001,76.189,290.000,76.900,77.229,75.562,76.220,289.700,291.050
2025-11-11T01:24:00.00Z,301.000,300.001,76.468,76.535,76.475,69.761,56.303,76.534,73.000,291.425,290.002,76.188,290.001,76.901,77.228,75.561,76.221,289.700,291.060
2025-11-11T01:26:00.00Z,301.000,300.000,76.470,76.535,76.476,69.762,56.300,76.533,72.999,291.446,290.002,76.187,290.001,76.901,77.231,75.562,76.221,289.700,291.050
2025-11-11T01:28:00.00Z,301.000,299.999,76.468,76.535,76.473,69.760,56.298,76.534,72.999,291.440,290.001,76.187,290.000,76.899,77.230,75.563,76.221,289.700,291.050
2025-11-11T01:30:00.00Z,301.000,300.000,76.469,76.534,76.474,69.759,56.296,76.535,72.999,291.421,290.002,76.187,290.000,76.901,77.228,75.561,76.220,289.700,291.050
2025-11-11T01:32:00.00Z,301.000,300.000,76.469,76.533,76.476,69.763,56.306,76.533,73.000,291.472,290.001,76.188,290.001,76.898,77.229,75.562,76.219,289.700,291.050
2025-11-11T01:34:00.00Z,301.000,300.001,76.468,76.536,76.474,69.766,56.303,76.533,73.001,291.417,290.001,76.188,290.000,76.900,77.230,75.562,76.220,289.700,291.050
2025-11-11T01:36:00.00Z,301.000,300.000,76.469,76.534,76.476,69.763,56.306,76.534,73.000,291.399,290.001,76.187,289.998,76.901,77.230,75.561,76.220,289.700,291.050
2025-11-11T01:38:00.00Z,301.000,300.001,76.470,76.536,76.474,69.762,56.311,76.534,73.002,291.418,290.001,76.187,289.999,76.901,77.230,75.564,76.221,289.700,291.050
2025-11-11T01:40:00.00Z,301.000,300.000,76.468,76.533,76.475,69.763,56.306,76.533,73.000,291.356,290.001,76.186,289.998,76.901,77.229,75.562,76.222,289.700,291.050
2025-11-11T01:42:00.00Z,301.000,299.999,76.468,76.534,76.475,69.763,56.311,76.533,73.001,291.375,289.999,76.186,290.000,76.900,77.228,75.564,76.219,289.700,291.050
2025-11-11T01:44:00.00Z,301.000,299.999,76.469,76.535,76.476,69.766,56.313,76.534,73.001,291.353,290.001,76.187,289.998,76.900,77.230,75.564,76.220,289.700,291.050
2025-11-11T01:46:00.00Z,301.000,299.999,76.470,76.534,76.472,69.763,56.308,76.533,73.000,291.339,290.001,76.189,289.998,76.900,77.229,75.562,76.220,289.700,291.050
2025-11-11T01:48:00.00Z,301.000,299.999,76.469,76.534,76.475,69.761,56.304,76.534,72.999,291.311,290.001,76.189,290.002,76.899,77.230,75.562,76.221,289.690,291.050
2025-11-11T01:50:00.00Z,301.000,299.999,76.469,76.533,76.474,69.760,56.303,76.533,72.998,291.269,290.000,76.186,289.997,76.900,77.230,75.563,76.220,289.690,291.050
2025-11-11T01:52:00.00Z,301.000,299.997,76.468,76.534,76.474,69.763,56.311,76.533,73.001,291.317,290.000,76.187,289.996,76.899,77.229,75.561,76.220,289.690,291.050
2025-11-11T01:54:00.00Z,301.000,299.998,76.470,76.534,76.474,69.763,56.306,76.534,73.000,291.367,290.000,76.189,289.998,76.900,77.228,75.563,76.220,289.690,291.050
2025-11-11T01:56:00.00Z,301.000,299.997,76.469,76.535,76.474,69.762,56.303,76.534,72.999,291.313,289.999,76.186,289.995,76.900,77.229,75.560,76.220,289.690,291.050
2025-11-11T01:58:00.00Z,301.000,299.997,76.470,76.534,76.473,69.759,56.296,76.534,72.997,291.345,289.998,76.186,289.996,76.900,77.229,75.562,76.222,289.690,291.050
2025-11-11T02:00:00.00Z,301.000,299.996,76.468,76.533,76.474,69.762,56.306,76.534,72.999,291.287,289.999,76.185,289.995,76.901,77.229,75.564,76.220,289.690,291.050
2025-11-11T02:02:00.00Z,301.000,299.997,76.467,76.535,76.475,69.763,56.306,76.533,72.999,291.252,289.998,76.188,289.996,76.900,77.228,75.561,76.219,289.690,291.050
2025-11-11T02:04:00.00Z,301.000,299.995,76.467,76.533,76.475,69.763,56.309,76.535,73.001,291.162,289.998,76.187,289.995,76.899,77.228,75.561,76.221,289.690,291.050
2025-11-11T02:06:00.00Z,301.000,299.995,76.469,76.535,76.474,69.762,56.306,76.534,73.002,291.259,289.996,76.188,289.994,76.900,77.228,75.561,76.221,289.690,291.050
2025-11-11T02:08:00.00Z,301.000,299.995,76.467,76.533,76.472,69.760,56.300,76.534,73.000,291.211,289.997,76.187,289.995,76.899,77.229,75.562,76.219,289.690,291.050
2025-11-11T02:10:00.00Z,301.000,299.994,76.469,76.534,76.475,69.760,56.297,76.532,72.998,291.292,289.996,76.189,289.995,76.899,77.229,75.562,76.219,289.690,291.050
2025-11-11T02:12:00.00Z,301.000,299.995,76.469,76.534,76.474,69.761,56.301,76.533,72.999,291.388,289.996,76.187,289.995,76.901,77.231,75.560,76.220,289.690,291.050
2025-11-11T02:14:00.00Z,301.000,299.996,76.468,76.533,76.473,69.760,56.300,76.534,73.000,291.408,289.995,76.187,289.995,76.899,77.228,75.562,76.220,289.690,291.050
2025-11-11T02:16:00.00Z,301.000,299.994,76.470,76.535,76.475,69.761,56.300,76.533,73.000,291.420,289.994,76.187,289.995,76.901,77.230,75.563,76.219,289.690,291.050
2025-11-11T02:18:00.00Z,301.000,299.996,76.467,76.534,76.475,69.760,56.302,76.533,72.999,291.422,289.994,76.186,289.995,76.901,77.229,75.562,76.221,289.690,291.050
2025-11-11T02:20:00.00Z,301.000,299.996,76.468,76.535,76.474,69.763,56.309,76.533,73.000,291.448,289.994,76.187,289.996,76.900,77.229,75.562,76.220,289.690,291.050
2025-11-11T02:22:00.00Z,301.000,299.997,76.469,76.535,76.475,69.763,56.306,76.533,73.000,291.468,289.995,76.189,289.998,76.903,77.227,75.560,76.220,289.690,291.050
2025-11-11T02:24:00.00Z,301.000,299.996,76.468,76.534,76.474,69.760,56.287,76.535,72.999,291.508,289.994,76.184,289.998,76.901,77.229,75.562,76.220,289.690,291.050
2025-11-11T02:26:00.00Z,301.000,299.996,76.467,76.535,76.474,69.764,56.313,76.536,73.000,291.540,289.996,76.187,290.000,76.901,77.227,75.563,76.220,289.690,291.050
2025-11-11T02:28:00.00Z,301.000,299.997,76.468,76.536,76.474,69.766,56.310,76.533,73.002,291.546,289.995,76.189,290.000,76.900,77.228,75.562,76.220,289.690,291.050
2025-11-11T02:30:00.00Z,301.000,299.998,76.468,76.534,76.474,69.767,56.316,76.534,73.003,291.560,289.997,76.186,290.001,76.900,77.228,75.562,76.220,289.690,291.050
2025-11-11T02:32:00.00Z,301.000,300.001,76.470,76.537,76.476,69.763,56.308,76.534,73.001,291.570,289.996,76.189,290.001,76.901,77.227,75.561,76.220,289.690,291.050
2025-11-11T02:34:00.00Z,301.000,300.000,76.469,76.537,76.475,69.763,56.309,76.534,73.001,291.537,289.996,76.186,290.001,76.899,77.230,75.563,76.220,289.690,291.050
2025-11-11T02:36:00.00Z,301.000,300.001,76.470,76.534,76.475,69.760,56.307,76.534,73.000,291.525,289.997,76.189,290.002,76.899,77.230,75.559,76.221,289.690,291.050
2025-11-11T02:38:00.00Z,301.000,300.002,76.468,76.535,76.475,69.761,56.301,76.534,72.999,291.522,289.997,76.189,290.003,76.901,77.228,75.560,76.221,289.690,291.050
2025-11-11T02:40:00.00Z,301.000,300.002,76.469,76.533,76.474,69.762,56.304,76.534,72.997,291.536,289.997,76.186,290.003,76.900,77.228,75.562,76.221,289.690,291.050
2025-11-11T02:42:00.00Z,301.000,300.002,76.469,76.534,76.474,69.764,56.306,76.534,73.000,291.526,289.998,76.188,290.002,76.900,77.228,75.560,76.220,289.690,291.060
2025-11-11T02:44:00.00Z,301.000,300.003,76.469,76.533,76.474,69.762,56.306,76.533,73.000,291.538,289.998,76.187,290.003,76.899,77.229,75.562,76.221,289.690,291.060
2025-11-11T02:46:00.00Z,301.000,300.002,76.469,76.535,76.473,69.764,56.301,76.531,73.001,291.520,289.999,76.188,290.003,76.897,77.229,75.563,76.220,289.690,291.060
2025-11-11T02:48:00.00Z,301.000,300.003,76.468,76.534,76.474,69.763,56.303,76.533,72.999,291.535,289.998,76.189,290.003,76.899,77.227,75.561,76.219,289.690,291.060
2025-11-11T02:50:00.00Z,301.000,300.004,76.470,76.534,76.475,69.762,56.306,76.532,73.001,291.543,289.999,76.186,290.005,76.899,77.227,75.562,76.221,289.690,291.050
2025-11-11T02:52:00.00Z,301.000,300.003,76.470,76.536,76.474,69.765,56.311,76.532,73.002,291.555,289.998,76.187,290.004,76.901,77.227,75.561,76.220,289.690,291.060
2025-11-11T02:54:00.00Z,301.000,300.005,76.469,76.534,76.475,69.768,56.324,76.532,73.002,291.567,290.000,76.187,290.005,76.899,77.229,75.562,76.221,289.690,291.060
2025-11-11T02:56:00.00Z,301.000,300.003,76.470,76.536,76.474,69.763,56.306,76.533,73.002,291.551,289.999,76.185,290.005,76.901,77.229,75.562,76.220,289.700,291.060
2025-11-11T02:58:00.00Z,301.000,300.004,76.470,76.534,76.474,69.761,56.301,76.533,72.998,291.542,290.000,76.187,290.005,76.900,77.227,75.562,76.220,289.690,291.060
2025-11-11T03:00:00.00Z,301.000,300.005,76.470,76.535,76.476,69.762,56.305,76.533,73.001,291.526,290.001,76.187,290.005,76.900,77.230,75.562,76.220,289.700,291.060
2025-11-11T03:02:00.00Z,301.000,300.006,76.469,76.535,76.476,69.763,56.311,76.533,73.000,291.559,290.001,76.189,290.005,76.899,77.229,75.561,76.219,289.700,291.060
2025-11-11T03:04:00.00Z,301.000,300.006,76.469,76.536,76.474,69.762,56.306,76.533,73.000,291.552,290.002,76.187,290.004,76.900,77.227,75.562,76.220,289.700,291.060
2025-11-11T03:06:00.00Z,301.000,300.005,76.470,76.535,76.474,69.762,56.306,76.534,72.998,291.568,290.002,76.189,290.005,76.900,77.228,75.563,76.220,289.700,291.060
2025-11-11T03:08:00.00Z,301.000,300.005,76.469,76.535,76.475,69.765,56.309,76.534,73.000,291.536,290.002,76.186,290.004,76.900,77.228,75.562,76.219,289.700,291.060
2025-11-11T03:10:00.00Z,301.000,300.005,76.469,76.535,76.475,69.765,56.313,76.533,73.000,291.563,290.002,76.186,290.006,76.901,77.229,75.562,76.219,289.700,291.060
2025-11-11T03:12:00.00Z,301.000,300.005,76.468,76.534,76.474,69.764,56.313,76.533,73.001,291.558,290.002,76.187,290.005,76.901,77.227,75.561,76.220,289.700,291.060
2025-11-11T03:14:00.00Z,301.000,300.005,76.470,76.535,76.476,69.762,56.309,76.533,72.998,291.562,290.002,76.187,290.004,76.901,77.229,75.562,76.220,289.700,291.060
2025-11-11T03:16:00.00Z,301.000,300.005,76.469,76.534,76.475,69.762,56.304,76.534,73.000,291.578,290.004,76.187,290.004,76.899,77.228,75.562,76.219,289.700,291.060
2025-11-11T03:18:00.00Z,301.000,300.005,76.468,76.536,76.474,69.762,56.301,76.535,73.000,291.563,290.003,76.186,290.005,76.900,77.230,75.562,76.220,289.700,291.060
2025-11-11T03:20:00.00Z,301.000,300.006,76.469,76.534,76.474,69.762,56.311,76.534,73.002,291.559,290.004,76.187,290.003,76.901,77.229,75.560,76.219,289.700,291.060
2025-11-11T03:22:00.00Z,301.000,300.006,76.468,76.534,76.475,69.768,56.318,76.533,73.000,291.570,290.004,76.188,290.003,76.900,77.227,75.562,76.220,289.700,291.060
2025-11-11T03:24:00.00Z,301.000,300.006,76.468,76.534,76.473,69.765,56.308,76.534,73.000,291.570,290.004,76.187,290.005,76.900,77.228,75.562,76.220,289.700,291.060
2025-11-11T03:26:00.00Z,301.000,300.003,76.468,76.534,76.475,69.760,56.307,76.534,72.998,291.570,290.004,76.187,290.004,76.899,77.228,75.564,76.218,289.700,291.060
2025-11-11T03:28:00.00Z,301.000,300.006,76.468,76.536,76.474,69.763,56.303,76.533,73.001,291.500,290.005,76.187,290.004,76.900,77.229,75.561,76.219,289.700,291.060
2025-11-11T03:30:00.00Z,301.000,300.005,76.469,76.535,76.476,69.761,56.307,76.533,73.000,291.511,290.004,76.186,290.004,76.901,77.230,75.562,76.220,289.700,291.060
2025-11-11T03:32:00.00Z,301.000,300.005,76.470,76.535,76.475,69.761,56.307,76.532,73.000,291.561,290.005,76.186,290.003,76.899,77.228,75.561,76.218,289.700,291.060
2025-11-11T03:34:00.00Z,301.000,300.004,76.470,76.536,76.475,69.765,56.308,76.533,73.001,291.575,290.004,76.186,290.004,76.899,77.229,75.560,76.220,289.700,291.060
2025-11-11T03:36:00.00Z,301.000,300.003,76.468,76.534,76.474,69.762,56.310,76.535,73.001,291.595,290.004,76.187,290.004,76.901,77.228,75.562,76.219,289.700,291.060
2025-11-11T03:38:00.00Z,301.000,300.005,76.469,76.535,76.475,69.762,56.309,76.534,73.000,291.591,290.006,76.187,290.004,76.902,77.227,75.562,76.219,289.700,291.060
2025-11-11T03:40:00.00Z,301.000,300.004,76.470,76.534,76.475,69.766,56.313,76.533,73.001,291.584,290.005,76.186,290.003,76.899,77.228,75.561,76.220,289.700,291.060
2025-11-11T03:42:00.00Z,301.000,300.004,76.469,76.535,76.474,69.765,56.319,76.534,73.001,291.573,290.006,76.187,290.004,76.898,77.228,75.562,76.220,289.700,291.060
2025-11-11T03:44:00.00Z,301.000,300.004,76.469,76.535,76.476,69.762,56.308,76.534,73.001,291.566,290.005,76.186,290.005,76.901,77.231,75.564,76.220,289.700,291.060
2025-11-11T03:46:00.00Z,301.000,300.004,76.470,76.534,76.474,69.763,56.310,76.535,73.000,291.565,290.004,76.189,290.004,76.901,77.228,75.564,76.220,289.700,291.060
2025-11-11T03:48:00.00Z,301.000,300.004,76.469,76.535,76.474,69.763,56.309,76.533,72.999,291.587,290.006,76.186,290.003,76.900,77.228,75.561,76.220,289.700,291.060
2025-11-11T03:50:00.00Z,301.000,300.004,76.471,76.535,76.475,69.763,56.307,76.534,73.001,291.596,290.006,76.188,290.004,76.900,77.228,75.564,76.223,289.700,291.060
2025-11-11T03:52:00.00Z,301.000,300.004,76.468,76.535,76.475,69.763,56.314,76.534,72.998,291.634,290.006,76.186,290.004,76.900,77.229,75.561,76.220,289.700,291.060
2025-11-11T03:54:00.00Z,301.000,300.003,76.469,76.534,76.476,69.764,56.310,76.533,73.001,291.640,290.005,76.187,290.004,76.899,77.227,75.561,76.221,289.700,291.060
2025-11-11T03:56:00.00Z,301.000,300.003,76.468,76.533,76.477,69.764,56.313,76.533,73.000,291.632,290.006,76.186,290.003,76.900,77.229,75.562,76.220,289.700,291.060
2025-11-11T03:58:00.00Z,301.000,300.004,76.469,76.535,76.474,69.765,56.306,76.534,72.999,291.615,290.006,76.186,290.005,76.900,77.229,75.562,76.218,289.700,291.060
2025-11-11T04:00:00.00Z,301.000,300.003,76.469,76.535,76.475,69.760,56.307,76.534,73.000,291.612,290.006,76.186,290.004,76.898,77.227,75.562,76.220,289.700,291.060
2025-11-11T04:02:00.00Z,301.000,300.004,76.470,76.533,76.473,69.762,56.306,76.533,73.001,291.610,290.005,76.187,290.004,76.899,77.228,75.561,76.219,289.700,291.060
2025-11-11T04:04:00.00Z,301.000,300.003,76.468,76.535,76.474,69.760,56.306,76.535,72.998,291.615,290.006,76.186,290.004,76.900,77.231,75.561,76.221,289.700,291.060
2025-11-11T04:06:00.00Z,301.000,300.004,76.470,76.535,76.475,69.762,56.308,76.534,72.999,291.619,290.006,76.186,290.004,76.900,77.229,75.562,76.220,289.700,291.060
2025-11-11T04:08:00.00Z,301.000,300.004,76.469,76.533,76.474,69.765,56.310,76.533,73.001,291.618,290.006,76.187,290.005,76.901,77.229,75.563,76.219,289.700,291.060
2025-11-11T04:10:00.00Z,301.000,300.003,76.469,76.534,76.475,69.763,56.312,76.535,73.000,291.622,290.006,76.187,290.004,76.901,77.229,75.564,76.219,289.700,291.060
2025-11-11T04:12:00.00Z,301.000,300.003,76.468,76.533,76.475,69.766,56.312,76.535,73.002,291.619,290.007,76.187,290.004,76.900,77.229,75.561,76.220,289.700,291.060
2025-11-11T04:14:00.00Z,301.000,300.004,76.468,76.534,76.475,69.763,56.310,76.533,73.002,291.610,290.007,76.188,290.004,76.901,77.228,75.560,76.219,289.700,291.060
2025-11-11T04:16:00.00Z,301.000,300.004,76.468,76.534,76.475,69.763,56.309,76.533,73.000,291.622,290.007,76.187,290.003,76.900,77.229,75.562,76.222,289.700,291.060
2025-11-11T04:18:00.00Z,301.000,300.004,76.469,76.533,76.475,69.763,56.305,76.533,72.999,291.635,290.005,76.187,290.003,76.899,77.229,75.562,76.220,289.700,291.060
2025-11-11T04:20:00.00Z,301.000,300.006,76.470,76.533,76.474,69.762,56.307,76.534,73.000,291.658,290.006,76.186,290.003,76.900,77.230,75.564,76.220,289.700,291.060
2025-11-11T04:22:00.00Z,301.000,300.004,76.468,76.535,76.475,69.760,56.303,76.534,73.000,291.663,290.007,76.186,290.003,76.901,77.228,75.559,76.220,289.700,291.060
2025-11-11T04:24:00.00Z,301.000,300.004,76.469,76.536,76.474,69.762,56.304,76.534,72.999,291.658,290.007,76.187,290.003,76.901,77.227,75.561,76.219,289.700,291.060
2025-11-11T04:26:00.00Z,301.000,300.003,76.470,76.535,76.475,69.765,56.315,76.534,73.001,291.656,290.007,76.187,290.003,76.901,77.230,75.561,76.221,289.700,291.060
2025-11-11T04:28:00.00Z,301.000,300.003,76.469,76.534,76.474,69.765,56.319,76.534,73.001,291.687,290.007,76.188,290.003,76.899,77.228,75.563,76.220,289.700,291.060
2025-11-11T04:30:00.00Z,301.000,300.003,76.468,76.533,76.474,69.763,56.310,76.534,73.000,291.676,290.007,76.187,290.003,76.899,77.229,75.561,76.221,289.700,291.060
2025-11-11T04:32:00.00Z,301.000,300.003,76.467,76.536,76.475,69.761,56.312,76.534,73.001,291.679,290.008,76.186,290.003,76.899,77.229,75.560,76.221,289.700,291.060
2025-11-11T04:34:00.00Z,301.000,300.003,76.470,76.534,76.475,69.765,56.312,76.535,73.001,291.670,290.006,76.184,290.003,76.900,77.229,75.562,76.219,289.700,291.060
2025-11-11T04:36:00.00Z,301.000,300.004,76.468,76.534,76.473,69.765,56.311,76.534,73.002,291.671,290.007,76.187,290.003,76.901,77.227,75.563,76.219,289.700,291.060
2025-11-11T04:38:00.00Z,301.000,300.003,76.470,76.534,76.475,69.763,56.309,76.533,73.002,291.670,290.007,76.188,290.002,76.901,77.227,75.562,76.219,289.700,291.060
2025-11-11T04:40:00.00Z,301.000,300.004,76.470,76.537,76.475,69.762,56.309,76.535,73.000,291.656,290.007,76.186,290.003,76.901,77.230,75.561,76.220,289.700,291.060
2025-11-11T04:42:00.00Z,301.000,300.003,76.467,76.534,76.474,69.762,56.307,76.535,73.000,291.658,290.007,76.186,290.004,76.901,77.230,75.562,76.219,289.700,291.060
2025-11-11T04:44:00.00Z,301.000,300.004,76.469,76.536,76.476,69.763,56.307,76.534,73.001,291.672,290.008,76.186,290.002,76.901,77.229,75.561,76.220,289.700,291.060
2025-11-11T04:46:00.00Z,301.000,300.004,76.469,76.536,76.476,69.763,56.309,76.534,72.999,291.672,290.008,76.186,290.003,76.900,77.231,75.560,76.221,289.700,291.060
2025-11-11T04:48:00.00Z,301.000,300.004,76.468,76.533,76.476,69.766,56.309,76.534,73.001,291.681,290.008,76.187,290.003,76.899,77.229,75.561,76.219,289.700,291.060
2025-11-11T04:50:00.00Z,301.000,300.003,76.470,76.534,76.475,69.766,56.313,76.534,73.000,291.678,290.008,76.187,290.003,76.899,77.230,75.562,76.220,289.700,291.060
2025-11-11T04:52:00.00Z,301.000,300.004,76.470,76.535,76.475,69.763,56.303,76.533,73.000,291.638,290.007,76.188,290.002,76.900,77.228,75.564,76.219,289.700,291.060
2025-11-11T04:54:00.00Z,301.000,300.003,76.469,76.535,76.475,69.763,56.309,76.532,73.000,291.637,290.008,76.188,290.003,76.901,77.228,75.562,76.219,289.700,291.060
