7.0,12174.835227875948,0.07163024450894884
8.0,12307.327669640217,0.07317994224731195
8.0,12320.238155042325,0.07832794392264142
8.0,12321.333193751763,0.13303731372071315
8.0,12322.424369787466,0.05992210092982153
9.0,12359.827787725595,0.0902937478347724
9.0,12363.48337238649,0.16282767779010876
9.0,12389.522224267741,0.08780596735496315
9.0,12394.044136797096,0.1932341416844685
9.0,12395.790685150927,0.15579885314562325
9.0,12398.396111423022,0.08070173522072865
9.0,12401.57673486958,0.18719236712000842
9.0,12412.702480073816,0.05791286300276832
9.0,12414.121362358153,0.07964162175277478
9.0,12421.550264356716,0.08102500018466596
9.0,12423.587543657464,0.10364621527534301
9.0,12427.775593801445,0.09327665051264755
9.0,12428.666968854046,0.2041114022096091
9.0,12431.787444358079,0.09171559457534428
10.0,12462.660148219664,0.0502901548086776
10.0,12464.774976284618,0.08350584275203454
10.0,12478.814897125023,0.12056788366139481
10.0,12488.759872956407,0.06851760522696604
10.0,12490.307445638085,0.0821539403542163
10.0,12491.18039292152,0.12547999388130882
10.0,12493.757645065632,0.0927557120763739
10.0,12508.787085048541,0.07078639621134475
10.0,12513.735628390377,0.06576052811929611
10.0,12514.881945883348,0.08917013356156123
10.0,12516.229456811461,0.08962499460271456
10.0,12522.289507395777,0.061479960041196935
10.0,12533.43349286128,0.05919316052935886
12.0,12755.67311171594,0.05284797239131189
13.0,12817.33610297962,0.3521444800030036
13.0,12827.510641803356,0.6385020815770557
13.0,12852.894164592026,0.616405803572667
32.0,15448.675574911751,0.05995181712491715
33.0,15557.491483937401,0.1693142684167146
33.0,15578.993109578989,0.5301641909035453
33.0,15583.230964140892,0.14518531803451917
33.0,15591.302089602272,0.24847527284914084
33.0,15616.210966289016,0.1568682198117033
33.0,15618.018827097125,0.29328903043476107
33.0,15619.463531869334,0.2093103411491236
33.0,15634.39893097025,0.5238716472146214
35.0,15888.588462646776,0.2827247914873676
35.0,15898.2826053391,0.19665789639083286
35.0,15899.3317151321,0.5154065940208258
35.0,15906.39947964274,0.18904662503072767
35.0,15911.51268087639,0.30873846235650837
35.0,15913.059679606198,0.3536820513369845
35.0,15931.870892468893,0.33082701073394216
35.0,15936.615020432206,0.13387659008836683
35.0,15938.416298007724,0.11194344322397265
35.0,15952.44886547914,0.18787477133560138
35.0,15955.359221728642,0.17841597935095677
35.0,15957.0196075037,0.07298965001830149
38.0,16527.717219092807,0.19554860011324415
39.0,16719.874736290316,0.21393688630883279
40.0,16828.01264741047,0.2408984077979336
